Order,Family,Genus,species,tree.name,female2n,male2n,B.chromosomes,sex.chromosome.system,notes..comments,hapauto,codedSCS,Source,Study,sim.state
Rodentia,Cricetidae,Akodon,sp.,Akodon_sp.,10,10,,XY,,4,unfused,Animal Karyotype Book 2020,Pereira et al. 2016,3
Diprodontia,Potoroidae,Potorous,tridactylus,Potorous_tridactylus,12,12,,XY,,5,unfused,Animal Karyotype Book,Graphodatsky et al. (Unpublished),4
Diprodontia,Acrobatidae,Acrobates,pygmaeus,Acrobates_pygmaeus,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Rodentia,Cricetidae,Akodon,cursor,Akodon_cursor,15,15,,XY,,6,unfused,Atlas of Mammalian Chromosomes,Hass et al. 2008,5
Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Antechinomys_laniger,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Dasyuromorphia,Dasyuridae,Antechinus,flavipes,Antechinus_flavipes,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Didelphimorphia,Didelphidae,Caluromys,derbianus,Caluromys_derbianus,14,14,,XY,,6,unfused,Blackmon,,5
Didelphimorphia,Didelphidae,Caluromys,lanatus,Caluromys_lanatus,14,14,,XY,,6,unfused,Animal Karyotype Book,Casartelli et al. 1986,5
Diprodontia,Burramyidae,Cercartetus,concinnus,Cercartetus_concinnus,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Dasyuroides_byrnei,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Dasyuromorphia,Dasyuridae,Dasyurops,maculatus,Dasyurops_maculatus,14,14,,XY,,6,unfused,Blackmon,,5
Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Dasyurus_hallucatus,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Dasyurus_maculatus,14,14,,XY,,6,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),5
Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Dasyurus_viverrinus,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Microbiotheria,Microbiotheriidae,Dromiciops,australis,Dromiciops_australis,14,13,,XO,,6,unfused,Animal Karyotype Book,Gallardo and Patterson (1987),5
Peramelemorphia,Peramelidae,Isoodon,obesulus,Isoodon_obesulus,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Diprodontia,Vombatidae,Lasiorhinus,latifrons,Lasiorhinus_latifrons,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Didelphimorphia,Didelphidae,Marmosa,alstoni,Marmosa_alstoni,14,14,,XY,,6,unfused,Blackmon,,5
Didelphimorphia,Didelphidae,Marmosa,murina,Marmosa_murina,14,14,,XY,,6,unfused,Blackmon,,5
Didelphimorphia,Didelphidae,Marmosa,pusilla,Marmosa_pusilla,14,14,,XY,,6,unfused,Blackmon,,5
Didelphimorphia,Didelphidae,Marmosa,robinsoni,Marmosa_robinsoni,14,14,,XY,,6,unfused,Blackmon,,5
Didelphimorphia,Didelphidae,Marmosa,sp.,Marmosa_sp.,14,14,,XY,,6,unfused,Animal Karyotype Book,Aniskin 1994a,5
Didelphimorphia,Didelphidae,Marmosops,incanus,Marmosops_incanus,14,14,,XY,,6,unfused,Animal Karyotype Book,Svartman 1998,5
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,Metachirus_nudicaudatus,14,14,,XY,,6,unfused,Animal Karyotype Book,Aniskin et al. 1991,5
Didelphimorphia,Didelphidae,Micoureus,demerarae,Micoureus_demerarae,14,14,,XY,,6,unfused,Animal Karyotype Book,Svartman 1998,5
Dasyuromorphia,Dasyuridae,Ningaui,sp.,Ningaui_sp.,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Peramelemorphia,Peramelidae,Perameles,nasuta,Perameles_nasuta,14,14,,XY,,6,unfused,Blackmon,Rofe 1979,5
Dasyuromorphia,Dasyuridae,Planigale,maculata,Planigale_maculata,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,Rhyncholestes_raphanurus,14,14,,XY,,6,unfused,Animal Karyotype Book,Gallardo and Patterson (1987),5
Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Sarcophilus_harrisii,14,14,,XY,,6,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),5
Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,Sminthopsis_crassicaudata,14,14,,XY,,6,unfused,Blackmon,Rofe 1979,5
Didelphimorphia,Didelphidae,Thylamys,elegans,Thylamys_elegans,14,14,,XY,,6,unfused,Animal Karyotype Book,Shchipanov et al. 1996,5
Diprodontia,Vombatidae,Vombatus,ursinus,Vombatus_ursinus,14,14,,XY,,6,unfused,Animal Karyotype Book,Rofe 1979,5
Primates,Pitheciidae,Callicebus,lugens,Callicebus_lugens,16,16,,XY,,7,unfused,Animal Karyotype Book 2020,Bonvicino et al. 2003,6
Chiroptera,Phyllostomidae,Choeronycteris,mexicana,Choeronycteris_mexicana,16,16,,XY,,7,unfused,Animal Karyotype Book,Baker et al. 1979,6
Chiroptera,Phyllostomidae,Hylonycteris,underwoodi,Hylonycteris_underwoodi,16,16,,XY,,7,unfused,Animal Karyotype Book,Baker et al. 1979,6
Diprodontia,Macropodidae,Macropus,eugenii,Macropus_eugenii,16,16,,XY,,7,unfused,Animal Karyotype Book,Rofe 1979,6
Diprodontia,Macropodidae,Macropus,fuliginosus,Macropus_fuliginosus,16,16,,XY,,7,unfused,Animal Karyotype Book,Rofe 1979,6
Diprodontia,Macropodidae,Macropus,giganteus,Macropus_giganteus,16,16,,XY,,7,unfused,Animal Karyotype Book,Rofe 1979,6
Diprodontia,Macropodidae,Macropus,parma,Macropus_parma,16,16,,XY,,7,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),6
Diprodontia,Macropodidae,Macropus,parryi,Macropus_parryi,16,16,,XY,,7,unfused,Animal Karyotype Book,Rofe 1979,6
Diprodontia,Macropodidae,Macropus,robustus,Macropus_robustus,16,16,,XY,,7,unfused,Animal Karyotype Book,Rofe 1979,6
Diprodontia,Macropodidae,Macropus,rufogriseus,Macropus_rufogriseus,16,16,,XY,,7,unfused,Animal Karyotype Book,Rofe 1979,6
Diprodontia,Macropodidae,Petrogale,concinna,Petrogale_concinna,16,16,,XY,,7,unfused,Animal Karyotype Book,Eldridge et al. 1992a,6
Diprodontia,Pseudocheiridae,Petropseudes,dahli,Petropseudes_dahli,16,16,,XY,,7,unfused,Animal Karyotype Book,Murray et al. 1980,6
Diprodontia,Phascolarctidae,Phascolarctos,cinereus,Phascolarctos_cinereus,16,16,,XY,,7,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),6
Chiroptera,Phyllostomidae,Tonatia,bidens,Tonatia_bidens,16,16,,XY,,7,unfused,Animal Karyotype Book,Baker et al. 1979,6
Chiroptera,Phyllostomidae,Tonatia,saurophila,Tonatia_saurophila,16,16,,XY,,7,unfused,Animal Karyotype Book 2020,Sotero-Caio et al. 2017,6
Diprotodontia,Macropodidae,Wallabia,eugenii,Wallabia_eugenii,16,16,,XY,,7,unfused,Blackmon,,6
Rodentia,Cricetidae,Akodon,urichi venezeulensis,Akodon_urichi venezeulensis,18,18,,XY,,8,unfused,Blackmon,,7
Rodentia,Cricetidae,Ellobius,lutescens,Ellobius_lutescens,17,17,,XO,XO females and males/no SRY,8,unfused,Blackmon,Perelman et al. (Unpublished),7
Rodentia,Cricetidae,Microtus,oregoni,Microtus_oregoni,17,18,,XO females and XY males,complex XY,8,unfused,Blackmon,Modi 1987,7
Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,Monodelphis_brevicaudata,18,18,,XY,,8,unfused,Blackmon,,7
Didelphimorphia,Didelphidae,Monodelphis,domestica,Monodelphis_domestica,18,18,,XY,,8,unfused,Animal Karyotype Book,Graphodatsky et al. (Unpublished),7
Chiroptera,Phyllostomidae,Vampyressa,pusilla,Vampyressa_pusilla,18,18,,XY,,8,unfused,Animal Karyotype Book,Baker et al. 1979,7
Rodentia,Cricetidae,Allocricetulus,curtatus,Allocricetulus_curtatus,20,20,,XY,,9,unfused,Animal Karyotype Book,Romanenko et al. 2013,8
Chiroptera,Phyllostomidae,Carollia,castanea,Carollia_castanea,20,20,,XY,,9,unfused,Blackmon,,8
Artiodactyla,Tayassuidae,Catagonus,wagneri,Catagonus_wagneri,20,20,,XY,,9,unfused,Animal Karyotype Book,Benirschke and Kumamoto 1989,8
Chiroptera,Phyllostomidae,Choeroniscus,itermedius,Choeroniscus_itermedius,20,20,,XY,,9,unfused,Animal Karyotype Book,Stock 1975,8
Chiroptera,Phyllostomidae,Choeroniscus,minor,Choeroniscus_minor,20,20,,XY,,9,unfused,Animal Karyotype Book 2020,Das Neves et al. 2001,8
Rodentia,Cricetidae,Cricetulus,barabensis,Cricetulus_barabensis,20,20,,XY,,9,unfused,Blackmon,Radjabli et al. (Unpublished),8
Rodentia,Cricetidae,Cricetulus,obscurus,Cricetulus_obscurus,20,20,,XY,,9,unfused,Animal Karyotype Book,Radjabli et al. (Unpublished),8
Rodentia,Cricetidae,Cricetulus,sokolovi,Cricetulus_sokolovi,20,20,,XY,,9,unfused,Animal Karyotype Book 2020,Poplavskaya et al. 2017,8
Diprodontia,Pseudocheiridae,Hemibelideus,lemuroides,Hemibelideus_lemuroides,20,20,,XY,,9,unfused,Animal Karyotype Book,McQuade 1984,8
Primates,Lepilemuridae,Lepilemur,ruficaudatus,Lepilemur_ruficaudatus,20,20,,XY,,9,unfused,Animal Karyotype Book,Rumpler et al. 1985,8
Diprodontia,Macropodidae,Macropus,rufus,Macropus_rufus,20,20,,XY,,9,unfused,Blackmon,Rofe 1979,8
Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,Notoryctes_typhlops,20,20,,XY,,9,unfused,Animal Karyotype Book,Calaby et al. 1974,8
Tubulidentata,Oryceteropodidae,Orycteropus,afer,Orycteropus_afer,20,20,,XY,,9,unfused,Blackmon,Yang et al. 2003a,8
Diprodontia,Macropodidae,Petrogale,brachyotis,Petrogale_brachyotis,20,20,,XY,,9,unfused,Animal Karyotype Book,Eldridge et al. 1992a,8
Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus cookii,Pseudocheirus_peregrinus cookii,20,20,,XY,,9,unfused,Animal Karyotype Book,Murray et al. 1980,8
Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus puicher,Pseudocheirus_peregrinus puicher,20,20,,XY,,9,unfused,Animal Karyotype Book,Murray et al. 1980,8
Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus rubidus,Pseudocheirus_peregrinus rubidus,20,20,,XY,,9,unfused,Animal Karyotype Book,Murray et al. 1980,8
Rodentia,Muridae,Taterillus,sp. 3,Taterillus_sp. 3,20,20,,XY,,9,unfused,Animal Karyotype Book 2020,Volobouev and Aniskin (Unpublished),8
Diprodontia,Phalangeridae,Trichosurus,vulpecula,Trichosurus_vulpecula,20,20,,XY,,9,unfused,Animal Karyotype Book,Rofe 1979,8
Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Trichosurus_vulpecula,20,20,,XY,,9,unfused,Blackmon,,8
Rodentia,Cricetidae,Auliscomys,boliviensis,Auliscomys_boliviensis,22,22,,XY,,10,unfused,Animal Karyotype Book,Walker and Spotorno 1992,9
Primates,Pitheciidae,Callicebus,torquatus,Callicebus_torquatus,22,22,,XY,,10,unfused,Animal Karyotype Book 2020,Barros et al. 2000,9
Chiroptera,Phyllostomidae,Carollia,castanea,Carollia_castanea,22,22,,XY,,10,unfused,Animal Karyotype Book,Stock 1975,9
Didelphimorphia,Didelphidae,Chironectes,panamensis,Chironectes_panamensis,22,22,,XY,,10,unfused,Blackmon,,9
Chiroptera,Emballonuridae,Cormura,brevirostris,Cormura_brevirostris,22,22,,XY,,10,unfused,Animal Karyotype Book 2020,Araujo et al. 2016,9
Rodentia,Cricetidae,Cricetulus,cricetus,Cricetulus_cricetus,22,22,,XY,,10,unfused,Blackmon,,9
Rodentia,Cricetidae,Cricetulus,griseus,Cricetulus_griseus,22,22,,XY,,10,unfused,Blackmon,Romanenko et al. 2006,9
Rodentia,Cricetidae,Cricetulus,migratorius,Cricetulus_migratorius,22,22,,XY,,10,unfused,Animal Karyotype Book,Radjabli et al. (Unpublished),9
Rodentia,Cricetidae,Cricetus,cricetus,Cricetus_cricetus,22,22,,XY,,10,unfused,Animal Karyotype Book,Romanenko et al. 2007,9
Eulipotyphla,Soricidae,Crocidura,pergrisea,Crocidura_pergrisea,22,22,,XY,,10,unfused,Animal Karyotype Book,Graphodatsky et al. 1987,9
Didelphimorphia,Didelphidae,Didelphis,marsupialis,Didelphis_marsupialis,22,22,,XY,,10,unfused,Blackmon,Aniskin et al. 1991,9
Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis_virginiana,22,22,,XY,,10,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),9
Didelphimorphia,Didelphidae,Didelphys,albiventris,Didelphys_albiventris,22,22,,XY,,10,unfused,Blackmon,,9
Chiroptera,Vespertilionidae,Glauconycteris,beatrix,Glauconycteris_beatrix,22,22,,XY,,10,unfused,Animal Karyotype Book 2020,Volleth and Heller 2007,9
Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,Lutreolina_crassicaudata,22,22,,XY,,10,unfused,Blackmon,,9
Diprodontia,Macropodidae,Petrogale,lateralis lateralis,Petrogale_lateralis lateralis,22,22,,XY,,10,unfused,Animal Karyotype Book,Eldridge et al. 1992a,9
Diprodontia,Macropodidae,Petrogale,penicillata,Petrogale_penicillata,22,22,,XY,,10,unfused,Animal Karyotype Book,Rofe 1979,9
Diprodontia,Macropodidae,Petrogale,xanthopus celeris,Petrogale_xanthopus celeris,22,22,,XY,,10,unfused,Animal Karyotype Book,Eldridge et al. 1992a,9
Diprodontia,Macropodidae,Petrogale,xanthopus xanthopus,Petrogale_xanthopus xanthopus,22,22,,XY,,10,unfused,Animal Karyotype Book,Eldridge et al. 1992a,9
Didelphimorphia,Didelphidae,Philander,opossum,Philander_opossum,22,22,,XY,,10,unfused,Blackmon,Svartman 1998,9
Rodentia,Cricetidae,Sigmodon,arizonae,Sigmodon_arizonae,22,22,,XY,,10,unfused,Blackmon,Swier et al. 2009,9
Diprodontia,Macropodidae,Thylogale,billardierii,Thylogale_billardierii,22,22,,XY,,10,unfused,Animal Karyotype Book,Rofe 1979,9
Diprodontia,Macropodidae,Thylogale,thetis,Thylogale_thetis,22,22,,XY,,10,unfused,Animal Karyotype Book,Eldridge et al. 1992a,9
Rodentia,Cricetidae,Akodon,montensis,Akodon_montensis,24,24,,XY,,11,unfused,Animal Karyotype Book 2020,Hass et al. 2008,10
Rodentia,Cricetidae,Cricetulus,longicaudatus,Cricetulus_longicaudatus,24,24,,XY,,11,unfused,Animal Karyotype Book,Romanenko et al. 2007,10
Rodentia,Cricetidae,Cricetulus,pseudogriseus,Cricetulus_pseudogriseus,24,24,,XY,,11,unfused,Animal Karyotype Book,Radjabli et al. (Unpublished),10
Chiroptera,Phyllostomidae,Lichonycteris,obscura,Lichonycteris_obscura,24,24,,XY,,11,unfused,Animal Karyotype Book,Baker et al. 1979,10
Chiroptera,Phyllostomidae,Lionycteris,obscura,Lionycteris_obscura,24,24,,XY,,11,unfused,Animal Karyotype Book 2020,Baker et al. 1979,10
Rodentia,Cricetidae,Microtus,canicaudus,Microtus_canicaudus,24,24,,XY,,11,unfused,Blackmon,,10
Rodentia,Cricetidae,Microtus,montanus,Microtus_montanus,24,24,,XY,,11,unfused,Blackmon,,10
Diprodontia,Petauridae,Petaurus,norfolcensis,Petaurus_norfolcensis,21,21,,XY,,11,unfused,Atlas of Mammalian Chromosomes,Rofe 1979,10
Rodentia,Echimyidae,Proechimys,steerei,Proechimys_steerei,24,24,,XY,,11,unfused,Animal Karyotype Book,Aniskin 1994b,10
Rodentia,Dipodidae,Sicista,subtilis subtilis,Sicista_subtilis subtilis,24,24,,XY,,11,unfused,Animal Karyotype Book 2020,Kovalskaya et al. 2011,10
Diprodontia,Tarsipedidae,Tarsipes,rostratus,Tarsipes_rostratus,24,24,,XY,,11,unfused,Animal Karyotype Book,Hayman 1990,10
Rodentia,Muridae,Tokudaia,osimensis spp,Tokudaia_osimensis spp,45,45,,XO,XO females and males/no SRY,11,unfused,Blackmon,,10
Chiroptera,Phyllostomidae,Vampyressa,brocki,Vampyressa_brocki,24,24,,XY,,11,unfused,Animal Karyotype Book,Baker et al. 1979,10
Rodentia,Cricetidae,Akodon,orophilus,Akodon_orophilus,26,26,,XY,,12,unfused,Blackmon,,11
Rodentia,Cricetidae,Allocricetulus,eversmanni,Allocricetulus_eversmanni,26,26,,XY,,12,unfused,Animal Karyotype Book,Romanenko et al. 2013,11
Rodentia,Cricetidae,Allocricetulus,pseudocurtatus,Allocricetulus_pseudocurtatus,26,26,,XY,,12,unfused,,Romanenko et al. 2013,11
Rodentia,Muridae,Archboldomys,luzonensis,Archboldomys_luzonensis,26,26,,XY,,12,unfused,Animal Karyotype Book,Rickart and Heany 2002,11
Chiroptera,Phyllostomidae,Chiroderma,doriae,Chiroderma_doriae,26,26,,XY,,12,unfused,Animal Karyotype Book,Varella-Garcia et al. 1989,11
Chiroptera,Phyllostomidae,Chiroderma,improvisum,Chiroderma_improvisum,26,26,,XY,,12,unfused,Animal Karyotype Book,Baker et al. 1979,11
Chiroptera,Phyllostomidae,Chiroderma,villosum,Chiroderma_villosum,26,26,,XY,,12,unfused,Blackmon,Varella-Garcia et al. 1989,11
Eulipotyphla,Soricidae,Crocidura,horsfieldii watasei,Crocidura_horsfieldii watasei,26,26,,XY,,12,unfused,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished),11
Eulipotyphla,Soricidae,Crocidura,watasei,Crocidura_watasei,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Harada et al. 1985,11
Rodentia,Ctenomyidae,Ctenomys,fulvus,Ctenomys_fulvus,26,26,,XY,,12,unfused,Animal Karyotype Book,Gallardo 1979,11
Rodentia,Ctenomyidae,Ctenomys,maulinus brunneus,Ctenomys_maulinus brunneus,26,26,,XY,,12,unfused,Animal Karyotype Book,Gallardo 1979,11
Rodentia,Ctenomyidae,Ctenomys,maulinus maulinus,Ctenomys_maulinus maulinus,26,26,,XY,,12,unfused,Animal Karyotype Book,Gallardo 1979,11
Rodentia,Ctenomyidae,Ctenomys,opimus,Ctenomys_opimus,26,26,,XY,,12,unfused,Animal Karyotype Book,Gallardo 1979,11
Rodentia,Ctenomyidae,Ctenomys,robustus,Ctenomys_robustus,26,26,,XY,,12,unfused,Animal Karyotype Book,Gallardo 1979,11
Macroscelidea,Macroscelididae,Elephantus,rupestris,Elephantus_rupestris,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Robinson et al. 2004,11
Afrosoricida,Chrysochloridae,Eremitalpa,granti,Eremitalpa_granti,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Gilbert et al. 2006,11
Chiroptera,Vespertilionidae,Lasiurus,intermedius,Lasiurus_intermedius,26,26,,XY,,12,unfused,Blackmon,,11
Primates,Lepilemuridae,Lepilemur,leucopus,Lepilemur_leucopus,26,26,,XY,,12,unfused,Animal Karyotype Book,Rumpler et al. 1985,11
Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Macroscelides_proboscideus,26,26,,XY,,12,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),11
Chiroptera,Phyllostomidae,Micronycteris,hirsuta,Micronycteris_hirsuta,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Ribas et al. 2013,11
Rodentia,Muridae,Mus,poschiavinus,Mus_poschiavinus,26,26,,XY,,12,unfused,Blackmon,,11
Rodentia,Dipodidae,Sicista,severtzovi,Sicista_severtzovi,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Kovalskaya et al. 2011,11
Rodentia,Dipodidae,Sicista,subtilis nordmanni,Sicista_subtilis nordmanni,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Kovalskaya et al. 2011,11
Artiodactyla,Tayassuidae,Tayassu,albirostris,Tayassu_albirostris,26,26,,XY,,12,unfused,Blackmon,,11
Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu_pecari,26,26,,XY,,12,unfused,Animal Karyotype Book,Benirschke and Kumamoto 1989,11
Rodentia,Muridae,Tokudaia,osimensis osimensis,Tokudaia_osimensis osimensis,25,25,,XO,XO females and males/no SRY,12,unfused,Blackmon,,11
Chiroptera,Phyllostomidae,Vampyressa,bidens,Vampyressa_bidens,26,26,,XY,,12,unfused,Animal Karyotype Book 2020,Gomes et al. 2016,11
Chiroptera,Phyllostomidae,Vampyressa,nymphaea,Vampyressa_nymphaea,26,26,,XY,,12,unfused,Animal Karyotype Book,Baker et al. 1979,11
Rodentia,Cricetidae,Auliscomys,sublimis,Auliscomys_sublimis,28,28,,XY,,13,unfused,Animal Karyotype Book,Walker and Spotorno 1992,12
Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,Calcochloris_obtusirostris,28,28,,XY,,13,unfused,Animal Karyotype Book 2020,Gilbert et al 2008,12
Chiroptera,Phyllostomidae,Chrotopterus,auritus,Chrotopterus_auritus,28,28,,XY,,13,unfused,Animal Karyotype Book,Morielle-Versute et al. 1992,12
Eulipotyphla,Soricidae,Crocidura,leucodon sp. 1,Crocidura_leucodon sp. 1,28,28,,XY,,13,unfused,Animal Karyotype Book 2020,Graphodatsky et al. 1987,12
Eulipotyphla,Soricidae,Crocidura,leucodon sp. 2,Crocidura_leucodon sp. 2,28,28,,XY,,13,unfused,Animal Karyotype Book 2020,Vogel and Sofianidou 1996,12
Chiroptera,Phyllostomidae,Desmodus,rotundus,Desmodus_rotundus,28,28,,XY,,13,unfused,Animal Karyotype Book,Varella-Garcia et al. 1989,12
Chiroptera,Phyllostomidae,Desmodus,rotundus murius,Desmodus_rotundus murius,28,28,,XY,,13,unfused,Blackmon,,12
Rodentia,Echimyidae,Isothrix,sinnamariensis,Isothrix_sinnamariensis,28,28,,XY,,13,unfused,Animal Karyotype Book,Vie et al. 1996,12
Chiroptera,Vespertilionidae,Lasiurus,borealis,Lasiurus_borealis,28,28,,XY,,13,unfused,Animal Karyotype Book,Varella-Garcia et al. 1989,12
Chiroptera,Vespertilionidae,Lasiurus,seminolus,Lasiurus_seminolus,28,28,,XY,,13,unfused,Blackmon,,12
Chiroptera,Phyllostomidae,Lionycteris,spurrelli,Lionycteris_spurrelli,28,28,,XY,,13,unfused,Animal Karyotype Book,Baker et al. 1979,12
Chiroptera,Phyllostomidae,Lonchophylla,concava,Lonchophylla_concava,28,28,,XY,,13,unfused,Animal Karyotype Book 2020,Sotero-Caio et al. 2013,12
Chiroptera,Phyllostomidae,Lonchophylla,robusta,Lonchophylla_robusta,28,28,,XY,,13,unfused,Animal Karyotype Book,Baker et al. 1979,12
Chiroptera,Phyllostomidae,Micronycteris,minuta,Micronycteris_minuta,28,28,,XY,,13,unfused,Animal Karyotype Book,Baker et al. 1979,12
Chiroptera,Phyllostomidae,Micronycteris,nicefori,Micronycteris_nicefori,28,28,,XY,,13,unfused,Animal Karyotype Book,Baker et al. 1979,12
Rodentia,Muridae,Otomys,irroratus,Otomys_irroratus,28,28,yes,XY,,13,unfused,Animal Karyotype Book 2020,Engelbrecht et al. 2006,12
Rodentia,Cricetidae,Phodopus,sungorus,Phodopus_sungorus,28,28,,XY,,13,unfused,Blackmon,Romanenko et al. 2007,12
Rodentia,Cricetidae,Phodopus,sungorus campbelli,Phodopus_sungorus campbelli,28,28,,XY,,13,unfused,Animal Karyotype Book,Romanenko et al. 2007,12
Rodentia,Cricetidae,Phodopus,sungorus sungorus,Phodopus_sungorus sungorus,28,28,,XY,,13,unfused,Animal Karyotype Book,Radjabli et al. (Unpublished),12
Rodentia,Echimyidae,Proechimys,brevicauda,Proechimys_brevicauda,28,28,,XY,,13,unfused,Animal Karyotype Book,Aniskin 1994b,12
Rodentia,Cricetidae,Sigmodon,mascotensis,Sigmodon_mascotensis,28,28,,XY,,13,unfused,Animal Karyotype Book 2020,Swier et al. 2009,12
Chiroptera,Phyllostomidae,Sphaeronycteris,toxophyllum,Sphaeronycteris_toxophyllum,28,28,,XY,,13,unfused,Animal Karyotype Book,Baker et al. 1979,12
Rodentia,Cricetidae,Tscherskia,triton,Tscherskia_triton,28,28,,XY,,13,unfused,Blackmon,Romanenko et al. 2007,12
Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,Amblysomus_hottentotus,30,30,,XY,,14,unfused,Animal Karyotype Book,Bronner 1995a,13
Afrosoricida,Chrysochloridae,Amblysomus,hottentotus longiceps,Amblysomus_hottentotus longiceps,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al 2008,13
Afrosoricida,Chrysochloridae,Amblysomus,hottentotus meesteri,Amblysomus_hottentotus meesteri,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al 2008,13
Afrosoricida,Chrysochloridae,Amblysomus,hottentotus pondoliae,Amblysomus_hottentotus pondoliae,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al 2008,13
Chiroptera,Phyllostomidae,Anoura,caudifera,Anoura_caudifera,30,30,,XY,,14,unfused,Animal Karyotype Book,Varella-Garcia et al. 1989,13
Chiroptera,Phyllostomidae,Anoura,cultrata,Anoura_cultrata,30,30,,XY,,14,unfused,Animal Karyotype Book,Baker et al. 1979,13
Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,Aselliscus_stoliczkanus,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Ao et al. 2007,13
Rodentia,Cricetidae,Calomyscus,sp. 2,Calomyscus_sp. 2,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Graphodatsky et al. (Unpublished),13
Afrosoricida,Chrysochloridae,Chlorotalpa,duthieae,Chlorotalpa_duthieae,30,30,,XY,,14,unfused,Animal Karyotype Book,Bronner 1995a,13
Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,Chlorotalpa_sclateri,30,30,,XY,,14,unfused,Animal Karyotype Book,Bronner 1995a,13
Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,Chrysochloris_asiatica,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Robinson et al. 2004,13
Afrosoricida,Chrysochloridae,Chrysospalax,trevelyani,Chrysospalax_trevelyani,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al. 2006,13
Afrosoricida,Chrysochloridae,Cryptochloris,zyli,Cryptochloris_zyli,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Gilbert et al. 2006,13
Primates,Daubentoniidae,Daubentonia,madagascariensis,Daubentonia_madagascariensis,30,30,,XY,,14,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),13
Rodentia,Nesomyidae,Dendromus,lachaisei,Dendromus_lachaisei,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Denys and Aniskin 2012,13
Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx_torquatus,30,30,,XY,,14,unfused,Animal Karyotype Book,Modi 1987,13
Chiroptera,Phyllostomidae,Ectophylla,alba,Ectophylla_alba,30,30,,XY,,14,unfused,Animal Karyotype Book,Baker et al. 1979,13
Rodentia,Cricetidae,Ellobius,tancrei,Ellobius_tancrei,30,30,,XY,,14,unfused,Animal Karyotype Book 2020,Bakloushinskaya et al. 2013,13
