Order,Family,Genus,species,tree.name,female2n,male2n,B.chromosomes,sex.chromosome.system,notes..comments,hapauto,codedSCS,Source,Study,sim.state
Chiroptera,Vespertilionidae,Myotis,thysanodes,Myotis_thysanodes,44,44,,XY,,21,unfused,Animal Karyotype Book,Bickham 1979,20
Chiroptera,Vespertilionidae,Myotis,velifer,Myotis_velifer,44,44,,XY,,21,unfused,Blackmon,,20
Artiodactyla,Phocoenidae,Neophocaena,phocaenoides asiaeorientalis,Neophocaena_phocaenoides asiaeorientalis,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Nie et al. 2012,20
Chiroptera,Vespertilionidae,Nyctophilus,gouldi,Nyctophilus_gouldi,44,44,,XY,,21,unfused,Animal Karyotype Book,Volleth and Tidemann 1989,20
Artiodactyla,Giraffidae,Okapia,johnstoni,Okapia_johnstoni,NA,45-46,,XY,,21,unfused,Atlas of Mammalian Chromosomes,Kulemzina et al. 2009,20
Artiodactyla,Giraffidae,Okapia,johnstoni,Okapia_johnstoni,45,45,,XY,,21,unfused,Blackmon,Kulemzima et al. 2009,20
Artiodactyla,Delphinidae,Orcinus,orca,Orcinus_orca,44,44,,XY,,21,unfused,Blackmon,Arnason et al. 1980,20
Lagomorpha,Leporidae,Oryctolagus,cuniculus,Oryctolagus_cuniculus,44,44,,XY,,21,unfused,Blackmon,Korstanje et al. 1999,20
Carnivora,Viverridae,Paguma,larvata,Paguma_larvata,44,44,,XY,,21,unfused,Animal Karyotype Book,Perelman et al. 2005,20
Rodentia,Heteromyidae,Perognathus,spinatus,Perognathus_spinatus,44,44,,XY,,21,unfused,Blackmon,,20
Rodentia,Muridae,Phloeomys,cumingi,Phloeomys_cumingi,44,44,,XY,,21,unfused,Animal Karyotype Book,Rickart and Heany 2002,20
Artiodactyla,Phocoenidae,Phocoena,phocoena,Phocoena_phocoena,44,44,,XY,,21,unfused,Blackmon,Arnason 1980,20
Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Pipistrellus_pipistrellus,44,44,,XY,,21,unfused,Animal Karyotype Book,Volleth 1987,20
Chiroptera,Vespertilionidae,Pipistrellus,pulveratus,Pipistrellus_pulveratus,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Ao et al.2006,20
Chiroptera,Vespertilionidae,Pipistrellus,sagittula,Pipistrellus_sagittula,44,44,,XY,,21,unfused,Animal Karyotype Book,Volleth and Tidemann 1989,20
Chiroptera,Vespertilionidae,Pipistrellus,tasmaniensis,Pipistrellus_tasmaniensis,44,44,,XY,,21,unfused,Animal Karyotype Book,Volleth and Tidemann 1989,20
Chiroptera,Vespertilionidae,Pipistrellus,vulturnus,Pipistrellus_vulturnus,44,44,,XY,,21,unfused,Animal Karyotype Book,Volleth and Tidemann 1989,20
Rodentia,Cricetidae,Pitymys,thomasi,Pitymys_thomasi,44,44,,XY,,21,unfused,Blackmon,,20
Primates,Cercopithecidae,Presbytis,entellus,Presbytis_entellus,44,44,,XY,,21,unfused,Blackmon,,20
Primates,Cercopithecidae,Presbytis,obscurus,Presbytis_obscurus,44,44,,XY,,21,unfused,Blackmon,,20
Primates,Cercopithecidae,Pygathrix,nemaeus,Pygathrix_nemaeus,44,44,,XY,,21,unfused,Blackmon,Bigoni 1995,20
Chiroptera,Rhinolophidae,Rhinolophus,pearsonii,Rhinolophus_pearsonii,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Mao et al. 2007a,20
Primates,Cebidae,Saimiri,sciureus,Saimiri_sciureus,44,44,,XY,,21,unfused,Blackmon,Stanyon et al. 2000,20
Primates,Cercopithecidae,Semnopithecus,entellus,Semnopithecus_entellus,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Stanyon (Unpublished),20
Rodentia,Dipodidae,Sicista,strandi,Sicista_strandi,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Kovalskaya et al. 2011,20
Artiodactyla,Delphinidae,Stenella,attenuata,Stenella_attenuata,44,44,,XY,,21,unfused,Animal Karyotype Book,Stock 1981,20
Artiodactyla,Delphinidae,Stenella,clymene,Stenella_clymene,44,44,,XY,,21,unfused,Animal Karyotype Book,Arnason 1980,20
Artiodactyla,Delphinidae,Stenella,dubia,Stenella_dubia,44,44,,XY,,21,unfused,Animal Karyotype Book,Arnason 1974c,20
Chiroptera,Emballonuridae,Taphozous,saccolaimus,Taphozous_saccolaimus,44,44,,XY,,21,unfused,Animal Karyotype Book,Sreepada et al. 1995,20
Rodentia,Thryonomyidae,Thryonomys,swinderianus,Thryonomys_swinderianus,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Deuve et al. 2008,20
Primates,Cercopithecidae,Trachypithecus,cristatus,Trachypithecus_cristatus,44,44,,XY,,21,unfused,Blackmon,,20
Primates,Cercopithecidae,Trachypithecus,obscurus,Trachypithecus_obscurus,44,44,,XY,,21,unfused,Animal Karyotype Book,Ponsa et al. 1983,20
Artiodactyla,Delphinidae,Tursiops,truncatus,Tursiops_truncatus,44,44,,XY,,21,unfused,Blackmon,Bielec et al. 1997,20
Chiroptera,Phyllostomidae,Uroderma,bilobatum,Uroderma_bilobatum,44,44,,XY,,21,unfused,Blackmon,,20
Rodentia,Cricetidae,Akodon,serrensis,Akodon_serrensis,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Hass et al. 2008,21
Chiroptera,Vespertilionidae,Antrozous,pallidus,Antrozous_pallidus,46,46,,XY,,22,unfused,Blackmon,,21
Eulipotyphla,Soricidae,Blarina,carolinensis,Blarina_carolinensis,46,46,,XY,,22,unfused,Animal Karyotype Book,George et al. 1982,21
Primates,Pitheciidae,Cacajao,calvus rubicundus,Cacajao_calvus rubicundus,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Finotelo et al. 2010,21
Primates,Pitheciidae,Callicebus,cupreus,Callicebus_cupreus,46,46,,XY,,22,unfused,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),21
Primates,Callitrichidae,Callithrix,geoffroyi,Callithrix_geoffroyi,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Nagamachi et al. 1997b,21
Primates,Callitrichidae,Callithrix,humeralifer,Callithrix_humeralifer,46,46,,XY,,22,unfused,Blackmon,,21
Primates,Callitrichidae,Callithrix,jacchus,Callithrix_jacchus,46,46,,XY,,22,unfused,Blackmon,Bigoni and Stanyon (Unpublished),21
Rodentia,Cricetidae,Calomyscus,bailwardi,Calomyscus_bailwardi,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished),21
Rodentia,Cricetidae,Cerradomys,langguthi,Cerradomys_langguthi,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Nagamachi et al. 2013,21
Carnivora,Mephitidae,Conepatus,leuconotus,Conepatus_leuconotus,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Perelman et al. 2008,21
Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx_torquatus,46,46,,"XX,X*X,X*Y females and XY males",complex XY,22,unfused,Blackmon,,21
Perissodactyla,Equidae,Equus,grevyi,Equus_grevyi,46,46,,XY,,22,unfused,Blackmon,Musilova et al. 2007,21
Rodentia,Sciuridae,Funambulus,palmarum,Funambulus_palmarum,46,46,,XY,,22,unfused,Blackmon,,21
Rodentia,Sciuridae,Funambulus,tristriatus,Funambulus_tristriatus,46,46,,XY,,22,unfused,Blackmon,,21
Rodentia,Muridae,Gerbillurus,sp.,Gerbillurus_sp.,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Volobouev et al. 2007,21
Primates,Hominidae,Homo,sapiens,Homo_sapiens,46,46,,XY,,22,unfused,Blackmon,Francke 1994,21
Primates,Lemuridae,Lemur,variegatus subcinctus,Lemur_variegatus subcinctus,46,46,,XY,,22,unfused,Blackmon,,21
Primates,Callitrichidae,Leontopithecus,chrysopygus,Leontopithecus_chrysopygus,46,46,,XY,,22,unfused,Animal Karyotype Book,Seuanez et al. 1988,21
Primates,Callitrichidae,Leontopithecus,rosalia,Leontopithecus_rosalia,46,46,,XY,,22,unfused,Blackmon,Seuanez et al. 1988,21
Chiroptera,Phyllostomidae,Macrotus,waterhousii,Macrotus_waterhousii,46,46,,XY,,22,unfused,Animal Karyotype Book,Baker et al. 1979,21
Artiodactyla,Bovidae,Madoqua,kirkii,Madoqua_kirkii,NA,46-48,,XY,,22,unfused,Atlas of Mammalian Chromosomes,Cernohorska et al. 2011,21
Rodentia,Arvicolidae,Microtus,arvalis,Microtus_arvalis,46,46,,XY,,22,unfused,Blackmon,,21
Rodentia,Cricetidae,Microtus,arvalis,Microtus_arvalis,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Lemskaya et al. 2010,21
Rodentia,Cricetidae,Microtus,arvalis arvalis,Microtus_arvalis arvalis,46,46,,XY,,22,unfused,Animal Karyotype Book,Sablina et al. (Unpublished),21
Rodentia,Cricetidae,Microtus,breweri,Microtus_breweri,46,46,,XY,,22,unfused,Animal Karyotype Book,Modi 1987,21
Rodentia,Cricetidae,Microtus,obscurus,Microtus_obscurus,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Tougard et al. 2013,21
Rodentia,Cricetidae,Microtus,pennsylvanicus,Microtus_pennsylvanicus,46,46,,XY,,22,unfused,Animal Karyotype Book,Modi 1987,21
Rodentia,Cricetidae,Microtus,pennsylvanicus pennsylvanicus,Microtus_pennsylvanicus pennsylvanicus,46,46,,XY,,22,unfused,Blackmon,,21
Chiroptera,Miniopteridae,Miniopterus,fuliginosus,Miniopterus_fuliginosus,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Ao et al.2006,21
Artiodactyla,Cervidae,Muntiacus,reevesi,Muntiacus_reevesi,46,46,,XY,,22,unfused,Blackmon,Yang et al. 1995,21
Rodentia,Gliridae,Muscardinus,avellanarius,Muscardinus_avellanarius,46,46,,XY,,22,unfused,Animal Karyotype Book,Graphodatsky (Unpublished),21
Rodentia,Muridae,Niviventer,confucianus,Niviventer_confucianus,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Aniskin and Volobouev (Unpublished),21
Chiroptera,Vespertilionidae,Nycticeius,humeralis,Nycticeius_humeralis,46,46,,XY,,22,unfused,Blackmon,,21
Rodentia,Heteromyidae,Perognathus,intermedius,Perognathus_intermedius,46,46,,XY,,22,unfused,Blackmon,,21
Rodentia,Heteromyidae,Perognathus,penicillatus,Perognathus_penicillatus,46,46,,XY,,22,unfused,Blackmon,,21
Rodentia,Muridae,Rattus,flavipectus,Rattus_flavipectus,46,46,,XY,,22,unfused,Animal Karyotype Book,Sablina et al. (Unpublished),21
Rodentia,Muridae,Rhabdomys,pumilio,Rhabdomys_pumilio,46,46,,XY,chrom rearrangements,22,unfused,Animal Karyotype Book 2020,Rambau and Robinson 2003,21
Primates,Callitrichidae,Saguinus,fusicollis,Saguinus_fusicollis,46,46,,XY,,22,unfused,Blackmon,,21
Primates,Callitrichidae,Saguinus,imperator,Saguinus_imperator,46,46,,XY,,22,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),21
Primates,Callitrichidae,Saguinus,midas,Saguinus_midas,46,46,,XY,,22,unfused,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),21
Primates,Callitrichidae,Saguinus,mystax,Saguinus_mystax,46,46,,XY,,22,unfused,Blackmon,,21
Primates,Callitrichidae,Saguinus,nigricollis,Saguinus_nigricollis,46,46,,XY,,22,unfused,Blackmon,,21
Primates,Callitrichidae,Saguinus,oedipus,Saguinus_oedipus,46,46,,XY,,22,unfused,Blackmon,,21
Rodentia,Muridae,Stenocephalemys,albipes,Stenocephalemys_albipes,46,46,,XY,,22,unfused,Animal Karyotype Book,Lavrenchenko et al. 2001,21
Lagomorpha,Leporidae,Sylvilagus,transitionalis,Sylvilagus_transitionalis,46,46,,XY,,22,unfused,Animal Karyotype Book,Robinson et al. 1983,21
Rodentia,Sciuridae,Tamiasciurus,hudsonicus streatori,Tamiasciurus_hudsonicus streatori,46,46,,XY,,22,unfused,Blackmon,,21
Chiroptera,Vespertilionidae,Tylonycteris,robustula,Tylonycteris_robustula,46,46,,XY,,22,unfused,Animal Karyotype Book,Volleth et al. 2001,21
Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allenopithecus_nigroviridis,48,48,,XY,,23,unfused,Blackmon,CRES San Diego (Unpublished),22
Artiodactyla,Bovidae,Anoa,depressicornis depressicornis,Anoa_depressicornis depressicornis,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Muridae,Apodemus,agrarius,Apodemus_agrarius,48,48,,XY,,23,unfused,Blackmon,Sablina et al. (Unpublished),22
Rodentia,Muridae,Apodemus,flavicolis,Apodemus_flavicolis,48,48,yes,XY,,23,unfused,Blackmon,Sablina et al. (Unpublished),22
Rodentia,Muridae,Apodemus,mystaconus,Apodemus_mystaconus,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Sablina et al. (Unpublished),22
Rodentia,Muridae,Apodemus,peninsulae,Apodemus_peninsulae,48,48,yes (6),XY,,23,unfused,Animal Karyotype Book,Sablina et al. (Unpublished),22
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,48,48,,XY,,23,unfused,Blackmon,Stanyon et al. 2004,22
Rodentia,Muridae,Apodemus,uralensis,Apodemus_uralensis,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Volobouev and Aniskin (Unpublished),22
Rodentia,Cricetidae,Baiomys,taylori subater,Baiomys_taylori subater,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Cricetidae,Blanfordimys,bucharicus,Blanfordimys_bucharicus,48,48,,XY,,23,unfused,Animal Karyotype Book,Sablina et al. (Unpublished),22
Artiodactyla,Bovidae,Bubalus,depressicornis,Bubalus_depressicornis,48,48,,XY,,23,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),22
Artiodactyla,Bovidae,Capricornis,sumatraensis,Capricornis_sumatraensis,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Huang et al. 2005,22
Rodentia,Castoridae,Castor,fiber,Castor_fiber,48,48,,XY,,23,unfused,Animal Karyotype Book,Graphodatsky et al. 2008b,22
Chiroptera,Molossidae,Chaerephon,plicatus,Chaerephon_plicatus,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Mao et al. 2007b,22
Rodentia,Ctenomyidae,Ctenomys,talarum,Ctenomys_talarum,48,48,,XY,,23,unfused,Animal Karyotype Book,L. Garcia et al. 2002,22
Rodentia,Gliridae,Dryomys,nitedula,Dryomys_nitedula,48,48,,XY,,23,unfused,Animal Karyotype Book,Graphodatsky (Unpublished),22
Rodentia,Gliridae,Eliomys,melanurus,Eliomys_melanurus,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Sannier et al. 2011,22
Rodentia,Gliridae,Eliomys,quercinus,Eliomys_quercinus,48,48,,XY,,23,unfused,Blackmon,Graphodatsky (Unpublished),22
Eulipotyphla,Erinaceidae,Erinaceus,amurensis,Erinaceus_amurensis,48,48,,XY,,23,unfused,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished),22
Eulipotyphla,Erinaceidae,Erinaceus,concolor,Erinaceus_concolor,48,48,,XY,,23,unfused,Animal Karyotype Book,Sokolov et al. 1991,22
Eulipotyphla,Erinaceidae,Erinaceus,europaeus,Erinaceus_europaeus,48,48,,XY,,23,unfused,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished),22
Chiroptera,Molossidae,Eumops,perotis,Eumops_perotis,48,48,,XY,,23,unfused,Animal Karyotype Book,Morielle-Versute et al. 1996,22
Rodentia,Muridae,Gerbillurus,kempi,Gerbillurus_kempi,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Volobouev et al. 2007,22
Rodentia,Sciuridae,Glaucomys,volans,Glaucomys_volans,48,48,,XY,,23,unfused,Blackmon,,22
Primates,Hominidae,Gorilla,gorilla,Gorilla_gorilla,48,48,,XY,,23,unfused,Blackmon,Yunis and Prakash 1982,22
Rodentia,Muridae,Hapalomys,delacouri,Hapalomys_delacouri,48,48,yes,XY,,23,unfused,Animal Karyotype Book 2020,Badenhort et al. 2012,22
Eulipotyphla,Erinaceidae,Hemiechinus,auritus,Hemiechinus_auritus,48,48,,XY,,23,unfused,Animal Karyotype Book,Yang et al. 2006,22
Eulipotyphla,Erinaceidae,Hemiechinus,dauricus,Hemiechinus_dauricus,48,48,,XY,,23,unfused,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished),22
Artiodactyla,Bovidae,Hemitragus,jemlahicus,Hemitragus_jemlahicus,48,48,,XY,,23,unfused,Blackmon,Rubes et al. 2012,22
Eulipotyphla,Erinaceidae,Hylomys,suillus,Hylomys_suillus,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Pavlova (Unpublished),22
Artiodactyla,Bovidae,Kobus,leche,Kobus_leche,48,48,,XY,,23,unfused,Animal Karyotype Book,Kingswood et al. 2000,22
Lagomorpha,Leporidae,Lepus,alleni alleni,Lepus_alleni alleni,48,48,,XY,,23,unfused,Blackmon,,22
Lagomorpha,Leporidae,Lepus,americanus,Lepus_americanus,48,48,,XY,,23,unfused,Blackmon,,22
Lagomorpha,Leporidae,Lepus,californicus,Lepus_californicus,48,48,,XY,,23,unfused,Animal Karyotype Book,Robinson et al. 2002,22
Lagomorpha,Leporidae,Lepus,californicus eremicus,Lepus_californicus eremicus,48,48,,XY,,23,unfused,Blackmon,,22
Lagomorpha,Leporidae,Lepus,mandshuricus,Lepus_mandshuricus,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Beklemisheva and Kartavtseva (Unpublished),22
Lagomorpha,Leporidae,Lepus,saxatilis,Lepus_saxatilis,48,48,,XY,,23,unfused,Animal Karyotype Book,Robinson 1980,22
Lagomorpha,Leporidae,Lepus,timidus,Lepus_timidus,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Beklemisheva et al. 2011,22
Lagomorpha,Leporidae,Lepus,tolai,Lepus_tolai,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Beklemisheva and Romanenko (Unpublished),22
Lagomorpha,Leporidae,Lepus,townsendii,Lepus_townsendii,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Heteromyidae,Liomys,pictus,Liomys_pictus,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Cricetidae,Microtus,dogramacii,Microtus_dogramacii,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Lemskaya et al. 2010,22
Rodentia,Cricetidae,Microtus,mandarinus,Microtus_mandarinus,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Aniskin and Volobouev (Unpublished),22
Rodentia,Cricetidae,Microtus,mexicanus,Microtus_mexicanus,48,48,,XY,,23,unfused,Animal Karyotype Book,Modi 1987,22
Chiroptera,Molossidae,Molossops,temminckii,Molossops_temminckii,48,48,,XY,,23,unfused,Animal Karyotype Book,Morielle-Versute et al. 1996,22
Chiroptera,Molossidae,Molossus,molossus,Molossus_molossus,48,48,,XY,,23,unfused,Animal Karyotype Book,Morielle-Versute et al. 1996,22
Chiroptera,Molossidae,Molossus,rufus,Molossus_rufus,48,48,,XY,,23,unfused,Animal Karyotype Book,Morielle-Versute et al. 1996,22
Rodentia,Muridae,Mus,pahari,Mus_pahari,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Veyrunes et al. 2006,22
Primates,Cercopithecidae,Nasalis,larvatus,Nasalis_larvatus,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Cricetidae,Neotomodon,alstoni,Neotomodon_alstoni,48,48,,XY,,23,unfused,Blackmon,,22
Chiroptera,Molossidae,Nyctinomops,laticaudatus,Nyctinomops_laticaudatus,48,48,,XY,,23,unfused,Animal Karyotype Book,Morielle-Versute et al. 1996,22
Rodentia,Cricetidae,Onychomys,leucogaster,Onychomys_leucogaster,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Cricetidae,Onychomys,torridus,Onychomys_torridus,48,48,,XY,,23,unfused,Blackmon,,22
Chiroptera,Pteropodidae,Otopteropus,cartilagonodus,Otopteropus_cartilagonodus,48,48,,XY,,23,unfused,Animal Karyotype Book,Rickart et al. 1999,22
Rodentia,Cricetidae,Ototylomys,phyllotis,Ototylomys_phyllotis,48,48,,XY,,23,unfused,Blackmon,,22
Artiodactyla,Bovidae,Ovibos,moschatus,Ovibos_moschatus,48,48,,XY,,23,unfused,Blackmon,Biltueva and Graphodatsky (Unpublished),22
Primates,Hominidae,Pan,paniscus,Pan_paniscus,48,48,,XY,,23,unfused,Blackmon,Bigoni and Stanyon (Unpublished),22
Primates,Hominidae,Pan,troglodytes,Pan_troglodytes,48,48,,XY,,23,unfused,Blackmon,Yunis and Prakash 1982,22
Eulipotyphla,Erinaceidae,Paraechinus,hypomelas,Paraechinus_hypomelas,48,48,,XY,,23,unfused,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished),22
Rodentia,Cricetidae,Peromyscus,boylii,Peromyscus_boylii,48,48,,XY,,23,unfused,Blackmon,Greenbaum et al. 1994,22
Rodentia,Cricetidae,Peromyscus,californicus,Peromyscus_californicus,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Cricetidae,Peromyscus,eremicus,Peromyscus_eremicus,48,48,,XY,,23,unfused,Blackmon,Romanenko et al. 2007,22
Rodentia,Cricetidae,Peromyscus,floridanus,Peromyscus_floridanus,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus_gossypinus,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Cricetidae,Peromyscus,malanophyrys,Peromyscus_malanophyrys,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Cricetidae,Peromyscus,maniculatus,Peromyscus_maniculatus,48,48,,XY,,23,unfused,Blackmon,Greenbaum et al. 1994,22
Rodentia,Cricetidae,Peromyscus,ochraventer,Peromyscus_ochraventer,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Cricetidae,Peromyscus,polionotus,Peromyscus_polionotus,48,48,,XY,,23,unfused,Blackmon,,22
Rodentia,Cricetidae,Peromyscus,truei,Peromyscus_truei,48,48,,XY,,23,unfused,Blackmon,Greenbaum et al. 1994,22
Primates,Pitheciidae,Pithecia,irrorata,Pithecia_irrorata,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Finotelo et al. 2010,22
Primates,Pitheciidae,Pithecia,pithecia,Pithecia_pithecia,48,48,,XY,,23,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),22
Primates,Hominidae,Pongo,abelii,Pongo_abelii,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Jauch et al. 1992,22
Primates,Hominidae,Pongo,pygmaeus,Pongo_pygmaeus,48,48,,XY,,23,unfused,Blackmon,Yunis and Prakash 1982,22
Primates,Hominidae,Pongo,pygmaeus abelii,Pongo_pygmaeus abelii,48,48,,XY,,23,unfused,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),22
Primates,Indriidae,Propithecus,verreauxi coquereli,Propithecus_verreauxi coquereli,48,48,,XY,,23,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),22
Rodentia,Muridae,Psammomys,obesus,Psammomys_obesus,48,48,,XY,,23,unfused,Blackmon,,22
Lagomorpha,Leporidae,Romerolagus,diazi,Romerolagus_diazi,48,48,,XY,,23,unfused,Blackmon,Robinson et al. 2002,22
Rodentia,Spalacidae,Tachyoryctes,splendens,Tachyoryctes_splendens,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Aniskin et al. 1997b,22
Rodentia,Spalacidae,Tachyoryctes,splendens,Tachyoryctes_splendens,48,48,,XY,,23,unfused,Animal Karyotype Book,Aniskin et al. 1997b,22
Chiroptera,Molossidae,Tadarida,brasiliensis,Tadarida_brasiliensis,48,48,,XY,,23,unfused,Blackmon,,22
Chiroptera,Molossidae,Tadarida,teniotis,Tadarida_teniotis,48,48,,XY,,23,unfused,Animal Karyotype Book 2020,Mao et al. 2008,22
Rodentia,Geomyidae,Thomomys,talpoides,Thomomys_talpoides,48,48,,XY,,23,unfused,Animal Karyotype Book,Thaeler Jr. 1974,22
Rodentia,Geomyidae,Thomomys,talpoides attenuatus,Thomomys_talpoides attenuatus,48,48,,XY,,23,unfused,Animal Karyotype Book,Thaeler Jr. 1968,22
Rodentia,Geomyidae,Thomomys,talpoides pygmaeus,Thomomys_talpoides pygmaeus,48,48,,XY,,23,unfused,Animal Karyotype Book,Thaeler Jr. 1968,22
Sirenia,Trichechidae,Trichechus,manatus latirostris,Trichechus_manatus latirostris,48,48,,XY,,23,unfused,Animal Karyotype Book,Gray et al. 2002,22
Carnivora,Canidae,Alopex,lagopus,Alopex_lagopus,50,50,,XY,,24,unfused,Blackmon,Nash et al. 2001,23
Primates,Atelidae,Alouatta,belzebul,Alouatta_belzebul,50,49,,XO,Y translocated to autosome,24,unfused,Animal Karyotype Book,Consigliere et al. .1998,23
Primates,Atelidae,Alouatta,caraya,Alouatta_caraya,50,50,,XY,,24,unfused,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),23
Rodentia,Cricetidae,Amphinectomys,savamis,Amphinectomys_savamis,50,50,,XY,,24,unfused,Animal Karyotype Book,Malygin et al. 1994,23
Rodentia,Muridae,Apodemus,flavicolis,Apodemus_flavicolis,50,50,,XY,,24,unfused,Blackmon,,23
Eulipotyphla,Soricidae,Blarina,carlinensis peninsulae,Blarina_carlinensis peninsulae,50,50,,XY,,24,unfused,Animal Karyotype Book,George et al. 1982,23
Pilosa,Bradypodidae,Bradypus,torquatus,Bradypus_torquatus,50,50,,XY,,24,unfused,Animal Karyotype Book 2020,Azevedo et al. 2012,23
Artiodactyla,Bovidae,Bubalus,bubalis,Bubalus_bubalis,50,50,,XY,,24,unfused,Blackmon,Iannuzzi 1994,23
Cingulata,Chlamyphoridae,Cabassous,tatouay,Cabassous_tatouay,50,50,,XY,,24,unfused,Animal Karyotype Book,Benirschke 1969,23
Primates,Pitheciidae,Callicebus,donacophilus pallescens,Callicebus_donacophilus pallescens,50,50,,XY,,24,unfused,Animal Karyotype Book 2020,Barros et al. 2003,23
Primates,Pitheciidae,Callicebus,hoffmannsi,Callicebus_hoffmannsi,50,50,,XY,,24,unfused,Animal Karyotype Book 2020,J.C. Pieczarka (Unpublished),23
Primates,Pitheciidae,Callicebus,pallescens,Callicebus_pallescens,50,50,,XY,,24,unfused,Animal Karyotype Book,Stanyon et al. 2000,23
Artiodactyla,Bovidae,Capricornis,crispus,Capricornis_crispus,50,50,,XY,,24,unfused,Blackmon,Biltueva et al. (Unpublished),23
Eulipotyphla,Soricidae,Crocidura,olivieri,Crocidura_olivieri,50,50,,XY,,24,unfused,Animal Karyotype Book 2020,Aniskin (Unpublished),23
Rodentia,Ctenomyidae,Ctenomys,rionegrensis,Ctenomys_rionegrensis,50,50,,XY,,24,unfused,Animal Karyotype Book,L. Garcia et al. 2002,23
Rodentia,Cricetidae,Eligmodontia,puerulus,Eligmodontia_puerulus,50,50,,XY,,24,unfused,Animal Karyotype Book,Kelt et al. 1991,23
Rodentia,Cricetidae,Ellobius,talpinus,Ellobius_talpinus,50,50,,XY,,24,unfused,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished),23
Chiroptera,Vespertilionidae,Eptesicus,bottae,Eptesicus_bottae,50,50,,XY,,24,unfused,Animal Karyotype Book,Volleth et al. 2001,23
Chiroptera,Vespertilionidae,Eptesicus,fuscus,Eptesicus_fuscus,50,50,,XY,,24,unfused,Blackmon,Teeling and Stanyon (Unpublished),23
Carnivora,Viverridae,Genetta,johnstoni,Genetta_johnstoni,50,50,,XY,,24,unfused,Animal Karyotype Book 2020,Gaubert et al. 2004,23
