,1,2,3,4,5,6,7,8,9,10,11,12,13,14,total
raw,0,0.534164719677292,0.178556208959336,2.75827184524416,0.840121485536211,0.780258663822744,1.36720571464986,0.0317994613926185,0.11711391456582,0.276643036258772,0.394701626073191,0,0,0,7.27883667618
prop,0,0.0733860015605716,0.0245308717454344,0.378944049434521,0.115419746713855,0.107195517434282,0.187832997973981,0.00436875599869994,0.0160896472576552,0.0380064904003254,0.0542259214806746,0,0,0,1
