,1,2,3,4,5,6,7,8,9,10,11,12,13,14,total
raw,0.257825929620435,0.128405514885128,0.275835098892715,2.04390731919901,1.78577074243679,0.60150603070969,0.873431795111207,0.180066832552456,0.200324844216447,0.158751490449803,0.730661656675526,0.0423494214307924,0,0,7.27883667618
prop,0.0354213099002716,0.0176409391497044,0.0378954922557043,0.280801371170711,0.245337383139909,0.0826376600368187,0.119996069972213,0.0247384081499898,0.0275215467977198,0.0218100085923506,0.10038165289058,0.00581815794402709,0,0,1
