,1,2,3,4,5,6,7,8,9,10,11,12,13,14,total
raw,0.174916944168258,0.17540952054989,0.375802659694119,1.28230851275667,1.25272290093388,1.41038307645759,0.835936118797606,0.58043688830832,0.190155689099735,0.146838580044262,0.238589019218356,0.368704505138541,0.246632261012771,0,7.27883667618
prop,0.0240308928404279,0.0240985652451741,0.0516294947136173,0.176169430611492,0.172104823430565,0.193764902168099,0.114844741816121,0.0797430845244543,0.0261244615807935,0.0201733582681958,0.0327784548318193,0.0506543176528644,0.0338834723163765,0,1
