,1,2,3,4,5,6,7,8,9,10,11,12,13,14,total
raw,0.869627308073141,0.399433831991885,0.287238988942287,2.64122870214052,1.24102090413294,0.59729354033292,0.99265195985942,0.0356975491348889,0.0539546199502184,0.00242470387738059,0.0983012048313763,0,0.0599633629130155,0,7.27883667618
prop,0.119473392076374,0.0548760536555289,0.0394622110264236,0.362864125085255,0.170497149385723,0.0820589287691485,0.136375083549803,0.00490429318900769,0.00741253339655016,0.000333116950585721,0.0135050708244447,0,0.00823804209115526,0,1
