,1,2,3,4,5,6,7,8,9,10,11,12,13,14,total
raw,0,0.272902525033488,0.306614385739819,2.47611603468799,0.870824348445318,1.4013501866519,0.650205809358186,0.154469410363018,0.215837598056003,0.167874740446509,0.534375913241605,0.22826572415617,0,0,7.27883667618
prop,0,0.0374926017953613,0.0421240919916798,0.340180188791854,0.119637846978363,0.19252392229624,0.0893282592101544,0.0212217167708295,0.029652760139863,0.0230634025620989,0.073415016302035,0.0313601931615212,0,0,1
