7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h
0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35269766217559,0
4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0,3.30694199627242
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02721104012846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54406309543104,0
