16,17,18,16h,17h,18h
0,5.29306065709495,0,0,0,0
1.45758589399193,0,5.29306065709495,1.24294016511377,0,0
0,1.45758589399193,0,0,1.24294016511377,0
6.04654030789996,0,0,0,5.29306065709495,0
0,6.04654030789996,0,1.45758589399193,0,5.29306065709495
0,0,6.04654030789996,0,1.45758589399193,0
