,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,8,80,81,82,83,84,9,total
raw,0.01365204,0.98867765,0.81651414,1.04809827,1.68194619,2.18582804,2.35953375,3.39015766,3.62404211,3.87936225,4.76477098,0.07989545,4.74439594,4.30197791,4.35689136,3.78961198,3.61489362,3.64803701,3.17185869,3.04360354,2.78890739,2.30754901,0.23175064,1.91443432,1.54775776,1.11661427,0.74252083,0.60703867,0.54545716,0.50786587,0.53177709,0.36916199,0.35071913,0.25495135,0.28512852,0.28007406,0.07097319,0.05459236,0.03810457,0.03817046,0.02761732,0.04312161,0.02394903,0.03651,0.66336974,0.02298183,0.02692781,0.03371891,0.03036877,0.05560884,0.056553,0.10836424,0.07814855,0.04039546,0.08956368,0.62793974,0.08147026,0.13158744,0.20189692,0.11146911,0.12017011,0.23013269,0.10951419,0.02097392,0.08980932,0.09005786,0.57761799,0.07482861,0.14479305,0.16219821,0.12604868,0.12791185,0.08869556,0.00180442,0.00335729,0.91020013,0.01490105,0.04042992,0.00242894,0.00540502,0.01045712,1.18896493,76.71956034
prop,0.00017794731799163,0.0128869045341039,0.0106428417522394,0.0136614217463593,0.0219233032950929,0.0284911439835292,0.0307553085489958,0.0441889610025886,0.0472375244844892,0.0505654911577664,0.0621063384472466,0.00104139608785459,0.0618407602829597,0.0560740688676371,0.0567898374376946,0.049395642561108,0.0471182786238579,0.0475502856616084,0.0413435462344048,0.0396718063361102,0.036351973051466,0.0300777142070885,0.00302075036630743,0.0249536664641423,0.0201742261444247,0.0145544925577189,0.00967837702287854,0.00791243676723083,0.00710975346551367,0.0066197703395233,0.00693144079089231,0.0048118366211169,0.00457144342910347,0.00332315968535437,0.00371650357140198,0.00365062128561202,0.000925099018887313,0.000711583327094963,0.000496673466729097,0.000497532308981425,0.000359977558234271,0.000562068002070096,0.000312163285267336,0.000475889067119229,0.00864668328468161,0.000299556330851622,0.000350990150108569,0.000439508644869275,0.00039584129347736,0.000724832620958161,0.000737139260827,0.00141247211949286,0.00101862614506219,0.000526534039311206,0.00116741649200124,0.00818487146194717,0.00106192292603016,0.00171517458411963,0.00263162248460821,0.00145294250261602,0.00156635556131238,0.0029996612204256,0.00142746112614128,0.00027338425698804,0.00117061828302964,0.00117385787406612,0.00752895333915048,0.000975352435133624,0.00188730291673097,0.00211417022309802,0.00164297969698193,0.00166726515940824,0.00115610099441297,2.35196864007472e-05,4.37605479635365e-05,0.0118639904343331,0.000194227520777787,0.000526983207682965,3.16599833111087e-05,7.04516550413798e-05,0.000136303179445462,0.0154975461894051,1
