,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,87,88,89,9,90,91,92,total
raw,0.99230154,0.99117797,1.12096244,1.3743905,2.16305629,2.73855452,3.50644008,4.27109025,3.94645992,4.32239663,0.00676199,4.20567305,4.21371051,4.58526734,4.33598546,3.95278176,3.65474561,3.1656226,2.61538807,2.57071083,2.38017394,0.07732731,1.6159781,1.53989565,0.94900459,0.77015964,0.5984676,0.72371153,0.63843879,0.64189558,0.46162939,0.46423951,0.24317306,0.23215376,0.18431678,0.0676231,0.03870103,0.02492085,0.02661066,0.01824321,0.02333465,0.02052884,0.00449195,0.4698514,0.0069934,0.023474,0.01410535,0.03074469,0.01422251,0.08132715,0.16322908,0.13679549,0.0717465,0.04649693,0.61449806,0.0437144,0.09196856,0.32245096,0.21433208,0.10836339,0.08666448,0.08890027,0.05861954,0.06777799,0.04375574,0.75223969,0.08273978,0.18214914,0.09976214,0.0642754,0.03085384,0.02937208,0.0083262,0.03120491,0.02467915,0.01092099,1.08635747,0.00852345,0.00019296,0.00413753,0.01138068,0.0167343,0.92151506,0.05512856,0.02018214,0.00035602,76.71956034
prop,0.0129341400759127,0.0129194949189929,0.0146111687167158,0.0179144731005897,0.0281943259374002,0.0356956492954793,0.0457046425248062,0.0556714641099571,0.0514400747672481,0.0563402163782525,8.81390608865942e-05,0.0548187845623934,0.0549235487185536,0.0597666008470246,0.0565173397864131,0.0515224766993236,0.0476377288113119,0.0412622620094645,0.0340902379837595,0.0335078931449466,0.0310243428071241,0.00100792170415611,0.0210634431797892,0.0200717475853043,0.0123697866071478,0.0100386346922071,0.00780071727924086,0.00943320747398329,0.00832172117737139,0.0083667786566463,0.00601710160947463,0.00605112318087614,0.00316963573464608,0.00302600482811891,0.00240247440396111,0.000881432319219675,0.000504448015975166,0.000324830459006251,0.00034685626301909,0.000237790856975081,0.000304155158040365,0.000267582868163241,5.85502573280258e-05,0.00612427127994149,9.11553711857468e-05,0.000305971513600569,0.000183855980632435,0.000400741217282111,0.000185383100958475,0.00106005756080432,0.00212760708320816,0.0017830588365439,0.000935178716901391,0.000606063561807946,0.00800966607833404,0.000569794714754227,0.00119876286559022,0.00420298237595453,0.00279370839783413,0.00141246104018015,0.00112962691151939,0.00115876928394817,0.000764075546577878,0.000883451230685194,0.000570333560386512,0.00980505736302816,0.00107847046611477,0.00237422033172199,0.00130034817141654,0.000837796771972481,0.000402163931378963,0.000382849952083028,0.000108527733515424,0.000406739948218009,0.000321680023850877,0.000142349486253586,0.0141601107355877,0.00011109878578848,2.51513433008289e-06,5.39305749624164e-05,0.000148341308912146,0.000218122991396695,0.0120114747258209,0.000718572418242302,0.000263063812026011,4.6405375424757e-06,1
