,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,8,81,9,total
raw,0.10597049,0.86465831,0.82703429,1.37619064,1.53375053,2.00720755,2.53293588,3.6134331,4.30513352,4.06726303,4.28786829,0.10750096,4.55258376,4.37963524,4.59954362,3.73435899,3.75186193,3.73504074,3.32324298,2.59756231,2.63123515,2.07278294,0.13970781,1.56452419,1.2973178,1.06808952,0.85274218,0.82617792,0.90640251,0.58612713,0.5531979,0.30082181,0.25303851,0.41036463,0.31704579,0.16995475,0.13865305,0.09502971,0.07396047,0.02898015,0.04511349,0.00313785,0.00313785,0.00313785,0.57804503,0.00819125,0.03263422,0.03891988,0.01639889,0.03031926,0.00416254,0.04564155,0.14861282,0.09712617,0.06557158,0.99192404,0.05160639,0.05559787,0.16998038,0.20707404,0.13186635,0.04593354,0.07275065,0.12365776,0.06798592,0.05969478,0.79847998,0.13551541,0.22915122,0.12938793,0.0226206,0.03790177,0.00684814,0.00329371,0.80393188,0.01353133,0.85174634,76.71956034
prop,0.00138127081972795,0.0112703762400107,0.0107799664953085,0.0179379369993923,0.0199916491075136,0.0261629177892132,0.0330155161053416,0.0470992414970349,0.0561152006205566,0.0530146811579082,0.0558901572297514,0.00140121970881461,0.059340587196071,0.0570862922127116,0.0599526848122707,0.0486754482618298,0.0489035900801931,0.0486843345223477,0.0433167625736162,0.0338578883727737,0.0342967965188941,0.0270176592620447,0.00182101942947605,0.0203927679338419,0.0169098701067973,0.0139219974054403,0.0111150556158153,0.0107688041529254,0.0118144904113511,0.00763986560145086,0.00721065002912398,0.00392105753300515,0.00329822680003122,0.00534889183646748,0.00413252876574032,0.00221527273157989,0.00180727117550632,0.0012386633810055,0.000964036676855648,0.000377741346164758,0.000588031133130448,4.09002604563153e-05,4.09002604563153e-05,4.09002604563153e-05,0.00753451958585611,0.000106768729691602,0.000425370268747293,0.000507300613135917,0.000213751094601229,0.000395195956098202,5.42565674458087e-05,0.000594914123565479,0.00193709165356773,0.00126598965856378,0.00085469181144163,0.0129292195576208,0.000672662744302687,0.000724689632651771,0.00221560680544432,0.00269910358039468,0.001718810032482,0.000598720062998734,0.000948267295557862,0.00161181528481111,0.000886161491263833,0.000778090746811493,0.0104077757544667,0.00176637365229197,0.00298686826390121,0.0016865051028263,0.000294847883639475,0.000494030073061287,8.92619818159922e-05,4.29318153728095e-05,0.0104788384661903,0.000176373925241918,0.0111020753537337,1
