,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,total
raw,0.01391293,0.83610144,0.76307428,0.90763142,1.43775747,1.90266301,2.56219304,3.6207432,4.09986237,4.32276463,4.47631326,0.03819453,4.4196399,4.52240122,4.63150278,4.21637095,4.28783384,3.98552263,3.49699377,2.75599675,2.50047682,2.53163691,0.08734374,1.93519445,1.41333982,0.88669188,0.55132954,0.46645148,0.5436195,0.30772865,0.30123855,0.18845139,0.13906432,0.31999727,0.16261046,0.0622471,0.08367421,0.06697196,0.00714861,0.00714861,0.003303,0.003303,0.003303,0.003303,0.5726054,0.016036,0.05632988,0.03067208,0.02916424,0.03913685,0.07112177,0.0456354,0.0783331,0.08859345,0.03819117,0.81338901,0.04837851,0.10610711,0.17381537,0.11219543,0.12111583,0.08949381,0.04418346,0.08581166,0.0523174,0.03517801,0.79584165,0.1182649,0.07802967,0.09351745,0.1097949,0.13296217,0.05279421,0.04609781,0.05827494,0.06232727,0.04307508,1.11812595,0.0631778,0.03107174,0.02186622,0.03566889,0.03633164,0.04593277,0.02735273,0.04186666,0.07684047,0.02584574,0.97557795,0.00806609999999998,76.71956034
prop,0.000181347884924545,0.0108981521308859,0.00994628066973096,0.0118305086209778,0.0187404289548618,0.0248002334941431,0.0333968681343462,0.0471945248897916,0.0534395967837998,0.0563450130689318,0.05834644046658,0.000497846049048409,0.0576077323750732,0.058947173314836,0.0603692560212083,0.0549582261852675,0.0558897081917245,0.0519492370959539,0.0455815147336909,0.0359229997902253,0.0325924289570818,0.0329985846996578,0.0011384807161683,0.0252242640784664,0.01842215744898,0.0115575724896027,0.00718629691771771,0.00607995507185932,0.00708580051281352,0.00401108463912243,0.0039264895245097,0.00245636691822575,0.00181263186837496,0.00417099978912627,0.0021195436897625,0.000811358924948709,0.00109065028043929,0.000872945044304199,9.3178453686639e-05,9.3178453686639e-05,4.30529057434898e-05,4.30529057434898e-05,4.30529057434898e-05,4.30529057434898e-05,0.00746361680727015,0.000209021010143083,0.000734231006412986,0.000399794783286945,0.000380140864608088,0.000510128705463851,0.000927035682749065,0.000594833961479399,0.00102103165936887,0.00115477004309433,0.000497802253176989,0.0106021072904391,0.000630588989113073,0.00138305159114263,0.00226559392715102,0.0014624097101545,0.00157868253497867,0.00116650577249645,0.000575908670542311,0.00111851084155991,0.000681930393867531,0.000458527262722841,0.0103733864802281,0.00154152212911391,0.00101707660542102,0.00121895184990055,0.00143112003657762,0.00173309348242806,0.000688145366918561,0.000600861237938632,0.000759583862860286,0.000812403899654569,0.000561461507457852,0.0145741965288223,0.000823490120642159,0.000405004145778451,0.000285014928436698,0.00046492563098544,0.000473564236278052,0.000598710026444867,0.000356528763704852,0.000545710374439823,0.00100157599521509,0.000336885924338706,0.0127161566838562,0.000105137463826086,1
