,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,9,total
raw,0.0158715,0.60990705,0.88285788,1.28163627,1.52796007,2.1572688,2.5748384,3.35581136,3.9444291,4.06697997,4.05823859,0.05096729,4.42334128,3.91654474,4.40592437,4.10955479,4.08650289,3.74982421,3.32130072,3.12378327,2.92988271,2.27236699,0.08891456,1.88304726,1.35646151,1.00772555,0.86453119,0.38431679,0.50826141,0.55929982,0.46005263,0.36098672,0.37906301,0.36510439,0.27098155,0.04483407,0.03027842,0.00717095,0.00717095,0.00717095,0.00369159,0.00369159,0.00369159,0.00369159,0.63026121,0.01077505,0.02573865,0.03832157,0.02148189,0.04098194,0.06202655,0.12842372,0.20340906,0.19444759,0.1509579,0.55757717,0.13586365,0.08454881,0.1057705,0.20437502,0.23230165,0.1412556,0.10497509,0.08785721,0.07147982,0.09542592,0.76113502,0.18379015,0.27460602,0.15527864,0.08946725,0.04297338,0.07716034,0.0435058,0.03522674,0.04478605,0.06029369,1.10687653,0.06792618,0.09507427,0.0637931,0.03345431,0.01807148,0.77195548,76.71956034
prop,0.00020687683727151,0.00794982462486828,0.0115075982720367,0.0167054694307441,0.0199161734403652,0.0281188889826737,0.033561693896433,0.0437412746518354,0.0514136040733207,0.0530109916164308,0.0528970522252083,0.000664332404593131,0.0576559779591667,0.0510501457860675,0.0574289574975945,0.0535659324921517,0.0532654628348982,0.0488770294483155,0.0432914462137284,0.0407169078675145,0.0381895138217107,0.0296191346760786,0.00115895554674655,0.0245445522843829,0.0176807779396615,0.0131351841112493,0.0112687192962086,0.00500937164260084,0.00662492599993437,0.00729018541713921,0.00599654935405225,0.00470527618250425,0.00494089132315275,0.00475894789258382,0.00353210509548131,0.000584389037180449,0.000394663627708688,9.34696440936356e-05,9.34696440936356e-05,9.34696440936356e-05,4.81179764800513e-05,4.81179764800513e-05,4.81179764800513e-05,4.81179764800513e-05,0.00821513062909714,0.000140447233433663,0.000335490061282069,0.000499501950091598,0.000280005384608543,0.00053417850439157,0.000808484169162537,0.00167393712152235,0.00265133245157489,0.00253452430042954,0.00196765856492133,0.00726773156062119,0.00177091278153693,0.00110205024149386,0.00137866405296451,0.00266392324322853,0.00302793249818564,0.00184119407585229,0.00136829629281997,0.00114517353345928,0.00093170268029719,0.00124382777452189,0.0099210034132998,0.0023956100528404,0.00357934819729182,0.0020239771879798,0.00116615957656047,0.000560135900278284,0.00100574533610525,0.000567075721070275,0.000459162433203277,0.000583763121184748,0.000785897230547137,0.0144275661264823,0.000885382811097585,0.00123924419768123,0.000831510239595828,0.000436059719995001,0.000235552444773043,0.0100620425427219,1
