,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,8,80,81,82,83,84,85,9,total
raw,0.00705796,0.71375208,0.90396207,1.35420678,1.57286661,2.60477216,2.59467758,2.86698408,4.013916,4.60483578,4.32818328,0.07477498,5.19542897,4.75894006,4.93941085,4.20880559,4.13630888,3.7035572,3.16617945,2.57673863,2.48146434,2.15317095,0.08589833,1.70249588,1.32980903,0.93292563,0.79185927,0.61944931,0.56763769,0.2702309,0.28337637,0.32548252,0.17836444,0.28248297,0.08445397,0.06818467,0.04378789,0.02393436,0.02702256,0.0075372,0.00369159,0.00369159,0.00369159,0.00369159,0.57810318,0.01412298,0.02011174,0.02236865,0.01609951,0.0210994,0.02772515,0.043767,0.10320574,0.05028267,0.0827032,0.67432157,0.09205572,0.1218493,0.23999158,0.13314039,0.11771178,0.11639241,0.08150262,0.06419137,0.03612011,0.04610241,0.71911608,0.0850467,0.16954394,0.08474586,0.10153615,0.04426349,0.04475115,0.03670777,0.04065845,0.87291997,0.02749671,0.06391313,0.07144403,0.06040589,0.10912793,0.02121267,0.86400831,76.71956034
prop,9.19968775723044e-05,0.00930339116695725,0.0117826805314562,0.0176513886940766,0.0205015070867128,0.0339518650583549,0.0338202874012977,0.0373696625383972,0.0523193300666926,0.0600216653952738,0.0564156423840111,0.000974653395674035,0.067719743791222,0.0620303354048131,0.0643826793077266,0.0548596156097315,0.053914658291432,0.0482739627754233,0.0412695202627383,0.0335864624168935,0.0323446110614142,0.0280654756160976,0.00111964054042179,0.0221911579322797,0.017333376574457,0.0121602056355059,0.0103214782056974,0.00807420307487127,0.00739886526310091,0.0035223207589096,0.00369366519756049,0.00424249720094264,0.00232488871429317,0.00368202018817774,0.00110081405088511,0.000888752095265201,0.00057075261909667,0.000311972069364442,0.000352225167613623,9.82435244232006e-05,4.81179764800513e-05,4.81179764800513e-05,4.81179764800513e-05,4.81179764800513e-05,0.00753527754119035,0.000184085778612532,0.000262146184243892,0.0002915638450073,0.000209848830319822,0.000275019824233784,0.000361383066810208,0.000570480328693708,0.00134523372582716,0.000655408735101727,0.00107799366463366,0.00878943475446929,0.00119989895135001,0.00158824293908877,0.00312816677958559,0.00173541648844126,0.00153431249447121,0.00151711518528236,0.00106234472198228,0.000836701484152431,0.000470807051551464,0.000600921196572123,0.00937330814740172,0.00110853998150011,0.0022099180345746,0.00110461868686981,0.00132347147911197,0.000576951820420195,0.00058330821763935,0.000478466897324767,0.000529961978663758,0.0113780627278292,0.000358405468933114,0.000833074768895371,0.000931236176059661,0.000787359699824891,0.00142242642575603,0.000276496240411067,0.0112619038244087,1
