,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,98,total
raw,0.06356357,1.12916357,0.92548141,1.26171038,1.58544317,1.86798628,2.34470662,3.43642267,3.61439315,4.22722221,4.27043358,0.07882831,4.73084869,4.71837525,4.7314469,4.55266239,3.86996453,3.52442943,3.03762575,2.79693422,2.57744814,2.07610866,0.177715,1.42744117,1.24717908,1.01461818,0.69427035,0.66627075,0.66287599,0.4898134,0.35514323,0.30080783,0.09443444,0.22804469,0.16833566,0.16648196,0.11569939,0.06158983,0.08005234,0.07231073,0.06056012,0.06609345,0.0078267,0.00866452,0.54009882,0.01422971,0.02526557,0.02218877,0.02840965,0.02132157,0.01174868,0.06134105,0.07086492,0.02923459,0.03072984,0.70144209,0.03685696,0.08788231,0.19004266,0.13404271,0.10678513,0.13090425,0.10944334,0.09166384,0.05470811,0.08728981,0.85739514,0.1432412,0.19815449,0.29228225,0.17400984,0.12327879,0.08437852,0.13795159,0.09993865,0.12203274,0.07933046,0.83341951,0.09166981,0.06829771,0.04403072,0.00994601,0.02019699,0.01219782,0.05013134,0.02126907,0.00514984,0.00459567,0.86372639,0.00617316,0.00206914,0.01338259,0.02196665,0.0568844499999999,0.02089974,0.03896601,0.02876689,0.01990509,76.71956034
prop,0.000828518434129494,0.0147180662271246,0.0120631740575483,0.0164457457056381,0.0206654360761943,0.0243482401583325,0.0305620445373892,0.0447920016065097,0.047111755254879,0.0550996667768443,0.0556629047543366,0.00102748646695386,0.0616641788487079,0.0615015939753755,0.0616719762083037,0.0593416120976691,0.0504429967123036,0.0459391244472817,0.0395938889187852,0.0364565986510449,0.03359571051473,0.0270610083112997,0.00231642359800312,0.0186059612916702,0.0162563376858893,0.013225025997327,0.00904945683894934,0.00868449645758228,0.0086402475074455,0.0063844656803204,0.0046291092965875,0.00392087531089728,0.00123090434279723,0.002972445214615,0.00219416872638454,0.00217000670053631,0.0015080820261124,0.000802791748636864,0.00104344106829119,0.000942533164678456,0.000789370008529952,0.000861494118411159,0.000102017007987457,0.000112937560663815,0.00703991026025736,0.000185476949254373,0.000329323706862108,0.0002892192017481,0.000370305172163347,0.000277915695886534,0.000153137999591409,0.000799549029323856,0.000923687775137737,0.000381057840665931,0.000400547655171821,0.00914293678028656,0.000480411512222699,0.00114550069904637,0.00247710830403333,0.00174717776543504,0.00139188923302946,0.00170626955394255,0.00142653763284066,0.00119479099715602,0.000713092068796389,0.00113777776636304,0.0111757045556604,0.00186707535034344,0.00258284183488323,0.0038097487616546,0.00226812874355427,0.00160687560582545,0.00109983059895101,0.0017981280052784,0.00130264888845947,0.0015906339851165,0.00103403173386851,0.0108631945530776,0.0011948688130347,0.000890225513510809,0.000573917783220706,0.000129641123540359,0.000263257374136302,0.000158992308427507,0.000653436226404735,0.000277231385395606,6.71255150209063e-05,5.99021941683875e-05,0.0112582291422448,8.04639647652079e-05,2.69701754132863e-05,0.000174435175862479,0.000286323981819628,0.00074145954105972,0.000272417358850573,0.000507901893953945,0.000374961611778183,0.000259452607806746,1
