,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,83,84,85,86,87,88,89,9,90,91,92,93,total
raw,0.04040493,1.036517,0.69779612,0.76437316,1.33145958,2.08430145,2.4612599,3.39523285,4.11947026,3.81914439,4.69622173,0.08468304,5.05740553,4.65264139,4.75533672,3.89418376,3.67680376,3.53444662,3.27346227,2.59655493,2.46831231,2.38375134,0.14445766,1.96543013,1.25141846,1.09996566,1.18203863,0.72251294,0.7563793,0.44017467,0.33205455,0.23445857,0.31013991,0.20097453,0.13745777,0.12876491,0.09520504,0.02467558,0.00958044,0.00713983,0.0034865,0.0034865,0.0034865,0.0034865,0.70680214,0.01863933,0.00977703,0.05178758,0.07317852,0.03094357,0.03888197,0.02281265,0.09599721,0.05090439,0.00865455,0.73801712,0.03230434,0.07380277,0.21534612,0.1477158,0.12007455,0.17585701,0.04537125,0.07743411,0.05595555,0.03970686,0.77303781,0.13615095,0.11617759,0.08730877,0.11270229,0.04701229,0.05409123,0.02606083,0.03810222,0.02680437,0.03047534,1.02114721,0.01572049,0.03113918,0.01215179,0.02623541,0.0342379,0.05740954,0.03716742,0.09982643,0.08345676,1.05827733,0.06109312,0.01198819,0.00577251,0.00551133,76.71956034
prop,0.000526657475889284,0.0135104658499924,0.00909541343703691,0.00996321090231107,0.0173548906445675,0.0271677971140991,0.0320812565803606,0.0442551134932638,0.0536951755425036,0.0497805823322579,0.0612128342392427,0.00110379986048809,0.0659206792581575,0.0606447869276202,0.0619833677216821,0.0507586819155643,0.0479252454485586,0.0460696933655029,0.0426678966288769,0.033844757692729,0.0321731811165382,0.0310709723757001,0.00188293128062522,0.0256183706122631,0.0163115958232041,0.0143374864913883,0.0154072654321992,0.00941758446995813,0.0098590150497205,0.00573745037183825,0.00432816023095578,0.00305604684073975,0.00404251417272916,0.00261959960548961,0.00179169131562831,0.00167838435764425,0.00124094871735549,0.000321633490737494,0.000124876106660963,9.30640109035849e-05,4.54447338403504e-05,4.54447338403504e-05,4.54447338403504e-05,4.54447338403504e-05,0.00921280227451314,0.000242954077387769,0.000127438556173561,0.000675024462737947,0.000953844360886493,0.0004033335157666,0.00050680647578904,0.000297351156587715,0.00125127424576688,0.000663512535452572,0.000112807606842967,0.00961967348000055,0.000421070452656872,0.000961981138485758,0.0028069258875526,0.00192539945934732,0.00156510998587404,0.00229220565421191,0.000591390902123619,0.00100931378721194,0.000729351807440246,0.000517558492567347,0.010076150157458,0.001774657589233,0.00151431511709834,0.00113802490020891,0.00146901636949605,0.0006127810142766,0.000705051355355564,0.000339689511833821,0.000496642835688075,0.000349381173213329,0.000397230378601515,0.0133101285444619,0.000204908499609892,0.000405883191483368,0.000158392331058033,0.000341965072319652,0.000446273412520445,0.000748303819072694,0.000484458198603905,0.001301186158492,0.0010878159315583,0.0137941005567551,0.000796317389323558,0.000156259889223448,7.52416981330162e-05,7.18373511992939e-05,1
