,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,total
raw,0.03134892,0.79990031,0.94991869,1.1593165,1.70356833,2.2223183,2.5946644,2.88386209,3.65793312,3.81028158,4.43358761,0.0701242,4.98362045,4.16263166,4.08021599,3.94960861,3.72174806,3.79218865,3.61468962,3.01259656,2.64724713,2.2119199,0.0809699,1.78721244,1.451074,0.98458751,0.67829438,0.56515633,0.5636434,0.42830174,0.49173502,0.30891782,0.29771327,0.33402289,0.31299956,0.12453687,0.06075555,0.0277961,0.00696586,0.00696586,0.0034865,0.0034865,0.0034865,0.0034865,0.71336791,0.01428275,0.0240238,0.01924531,0.00594268,0.01163112,0.06797375,0.09338541,0.11674574,0.07679266,0.07251141,0.77686568,0.07289191,0.05135953,0.24156781,0.17998419,0.1478819,0.06088912,0.05248308,0.06577877,0.09113124,0.05827466,0.64116964,0.05651624,0.21627068,0.147665,0.28150821,0.26717211,0.20516185,0.17141694,0.10214861,0.03979333,0.02777583,0.95029804,0.03339391,0.04940447,0.07391844,0.07785156,0.10177411,0.08522443,0.11270264,0.10092579,0.04438771,0.00678683000000001,0.89239836,76.71956034
prop,0.000408617044480837,0.0104262890253159,0.0123817014303813,0.0151110941572427,0.0222051367662986,0.0289667757499039,0.0338201156067783,0.037589658715711,0.0476792763643202,0.0496650601634561,0.0577895335994049,0.000914032871007457,0.064958928699721,0.0542577621867534,0.0531835163277475,0.0514811163215277,0.0485110712770803,0.0494292281289682,0.0471156195888075,0.0392676463036154,0.0345055044406945,0.0288312379554494,0.00105540099084463,0.0232953947087231,0.0189140030726094,0.0128335916634112,0.00884121828897332,0.00736652201205771,0.00734680174784745,0.00558269283741831,0.00640951300842661,0.00402658485829378,0.00388053931332005,0.00435381653022648,0.00407978823930784,0.00162327403139547,0.000791917338039323,0.000362307863559376,9.07964014539346e-05,9.07964014539346e-05,4.54447338403504e-05,4.54447338403504e-05,4.54447338403504e-05,4.54447338403504e-05,0.00929838370864678,0.000186168298367493,0.000313137873751272,0.000250852714936192,7.74597765376089e-05,0.000151605665471153,0.000886002861574793,0.00121723077642966,0.00152172066005873,0.00100095281646136,0.00094514892523692,0.0101260444736276,0.000950108546985451,0.000669445051201919,0.00314871212673063,0.00234600132224897,0.00192756448739576,0.000793658354273097,0.000684089947432042,0.000857392426500968,0.00118784883015663,0.000759580213204334,0.00835731640221232,0.000736660113138495,0.00281897705150483,0.00192473730748181,0.00366931469305133,0.0034824510048802,0.00267417916748713,0.00223433162599378,0.0013314545801267,0.000518685584532118,0.00036204365453745,0.0123866460624714,0.000435272437068296,0.000643961849899204,0.00096348883742834,0.00101475503320122,0.00132657316529142,0.00111085660061539,0.00146902093156599,0.00131551575051688,0.000578570964214157,8.84628375074446e-05,0.0116319535206554,1
