,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,total
raw,0.02565281,0.83976243,0.94713214,0.91353329,1.81840425,2.20662954,2.93819565,3.45933305,3.88581363,3.82447823,4.23011376,0.04154876,4.29331451,4.51526855,4.59014075,4.29076297,4.19596077,3.74967368,3.27337995,3.11451301,2.75195474,1.89722089,0.05295804,1.5877768,1.10823608,1.08260898,0.79782826,0.59959745,0.57201127,0.42574878,0.22637635,0.28508746,0.21931965,0.20749843,0.12152941,0.18540979,0.07403975,0.06009578,0.00714861,0.00714861,0.003303,0.003303,0.003303,0.003303,0.55703782,0.02162772,0.00807122,0.01451138,0.01935275,0.03902847,0.05288335,0.03787513,0.06726563,0.06329873,0.06970559,0.89704077,0.01889751,0.02040383,0.20748991,0.18931327,0.19582531,0.10201657,0.07189604,0.21342775,0.12221046,0.13185006,0.81193477,0.09974366,0.22990943,0.23189701,0.24267076,0.08111465,0.06432125,0.00328762,0.00782879,0.01049317,0.00588061,0.94331169,0.02206335,0.02459705,0.02108528,0.01713573,0.01535973,0.01958137,0.03679858,0.0208649,0.06271511,0.0524840899999999,1.02315794,0.02265698,0.03764868,0.02336073,0.02989144,0.00031784,76.71956034
prop,0.000334371181043189,0.0109458712521084,0.0123453801846957,0.0119074364601605,0.0237019639051805,0.0287622808345202,0.0382978687179479,0.0450906266233694,0.050649581577099,0.0498501061926185,0.0551373566435118,0.000541566711486188,0.0559611459055971,0.0588542026308489,0.0598301232392073,0.0559278878943586,0.0546921899891586,0.048875067367207,0.0426668236300271,0.0405960747975788,0.0358703142693218,0.0247292982596881,0.000690280806684821,0.0206958537426884,0.0144452871613002,0.0141112510968803,0.0103992809195496,0.0078154442927299,0.00745587262837539,0.00554941631721035,0.00295069926100674,0.00371596837542565,0.00285871880688622,0.00270463528571363,0.00158407333750891,0.0024167212270028,0.000965070050869376,0.000783317575513624,9.3178453686639e-05,9.3178453686639e-05,4.30529057434898e-05,4.30529057434898e-05,4.30529057434898e-05,4.30529057434898e-05,0.0072607014108444,0.000281906203635056,0.000105204200392059,0.00018914837279684,0.000252253140062768,0.000508716027920866,0.000689307260959728,0.000493682834366462,0.000876772881673164,0.00082506638097869,0.00090857650501494,0.011692464946678,0.000246319320864867,0.000265953427125701,0.00270452423189682,0.00246760108062423,0.00255248217184973,0.00132973350665581,0.000937127893869262,0.00278192092152441,0.00159295047388693,0.00171859770071253,0.0105831520201853,0.00130010729412373,0.00299675114118361,0.00302265822395614,0.0031630885125586,0.00105728773262675,0.000838394403134558,4.28524353558619e-05,0.000102044250062239,0.000136773072649233,7.66507260200495e-05,0.0122955825844087,0.000287584416571488,0.000320609892587922,0.000274835777297939,0.000223355424927609,0.00020020617860595,0.00025523308414726,0.000479650558956788,0.000271963237374308,0.000817459194526974,0.000684103112262438,0.0133363373755747,0.000295322078223474,0.000490731175115595,0.000304495097423286,0.000389619542493848,4.14288088450221e-06,1
