,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,8,80,81,9,total
raw,0.75321681,0.97821564,0.90545133,1.25905318,2.14528672,2.89848003,3.5989655,4.08080949,4.0150238,4.42324327,4.35092567,4.47062038,4.43800836,4.06851247,3.98043628,3.96808801,3.22072021,2.90940396,2.46624528,1.99997694,0.07558329,1.79476501,1.70516095,1.47180797,0.79834105,0.68693015,0.6386902,0.37413567,0.35514642,0.22329473,0.1536233,0.28538955,0.22626361,0.12132597,0.13144169,0.04197166,0.00824305,0.00824305,0.0041838,0.0041838,0.0041838,0.0041838,0.6664446,0.00938777,0.01954121,0.01761736,0.0208102,0.02498126,0.01061145,0.08752668,0.03864079,0.09201583,0.01859247,0.99395821,0.07659841,0.21106898,0.23460426,0.18193363,0.10850217,0.0336446,0.05637569,0.09885695,0.06347458,0.06584803,0.91604731,0.1018008,0.1381223,0.17120275,0.0911658,0.05668799,0.20299479,0.12721276,0.03715436,0.01307603,0.79135108,0.01727988,0.00727775,0.86937576,76.71956034
prop,0.00981779361954044,0.0127505376160241,0.0118020922693937,0.0164111104706573,0.027962708734157,0.0377801960432872,0.0469106637740151,0.0531912522949164,0.0523337696697755,0.0576547004492388,0.0567120777376447,0.0582722367045306,0.0578471558013624,0.0530309669655231,0.05188293914042,0.0517219857936428,0.0419804310103793,0.0379225838509283,0.0321462384438894,0.0260686705077121,0.000985189300682064,0.0233938385731891,0.0222258957486617,0.0191842597047917,0.0104059648733905,0.00895378110817782,0.00832499817738137,0.00487666598116482,0.00462915087659638,0.00291053192967242,0.00200240068268358,0.00371990596316287,0.00294922975310679,0.00158142160177035,0.00171327480785196,0.000547078995421678,0.00010744391604265,0.00010744391604265,5.45336806084204e-05,5.45336806084204e-05,5.45336806084204e-05,5.45336806084204e-05,0.00868676250289366,0.000122364752331687,0.000254709619207914,0.000229633224198949,0.00027125025101519,0.000325617872277812,0.000138314791599078,0.00114086524495325,0.000503662818566147,0.00119937900572176,0.000242343281395296,0.0129557339170747,0.000998420867644925,0.00275117556806374,0.00305794583493829,0.00237141126974295,0.00141426996608359,0.000438540052248688,0.000734828116195641,0.00128854948544925,0.000827358495261158,0.00085829519496957,0.0119402054175015,0.00132692105571052,0.00180035312230518,0.00223153976953565,0.00118829930197694,0.000738898786030243,0.00264593265524962,0.00165815288091105,0.000484287968222733,0.000170439323974885,0.0103148542104901,0.000225234346018412,9.48617271494651e-05,0.0113318657738283,1
