,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,total
raw,0.00596067,0.76107392,0.827265,1.06737099,1.26439537,2.03224846,2.63307493,3.36429911,3.92428829,3.76747751,4.01785512,0.02166257,5.34584008,4.60642506,4.44680298,4.22400354,3.80881393,3.56852825,3.10564926,2.72303096,2.47727606,1.891816,0.0384494,2.02396294,1.69076659,1.07004833,0.88268364,0.7770275,0.4429553,0.3977864,0.34887845,0.25219551,0.27209407,0.16829956,0.15475369,0.08519985,0.00973369,0.00775084,0.00775084,0.00775084,0.00369159,0.00369159,0.00369159,0.00369159,0.52391655,0.01533782,0.02175223,0.01115628,0.02910306,0.01352952,0.0114074,0.03258136,0.09425184,0.05435902,0.02755787,0.75547658,0.03755765,0.1060552,0.1957329,0.281502,0.1050927,0.13831802,0.08609563,0.07887745,0.0901762,0.04530817,0.79697099,0.14398327,0.24145543,0.13987227,0.18229244,0.11468714,0.11684141,0.09124226,0.10404383,0.12450578,0.14381374,0.84968308,0.12159316,0.06894764,0.06483491,0.07137818,0.1003827,0.10353515,0.176383,0.08597489,0.08584201,0.03729653,1.01861383,0.09479113,0.15419226,0.07133646,0.08529202,0.0344578100000001,0.00215971,76.71956034
prop,7.76942669325e-05,0.00992020700623322,0.0107829736814678,0.0139126317365442,0.0164807431689721,0.0264893131685535,0.0343207771047036,0.0438519081064901,0.0511510789765822,0.0491071311319248,0.0523706744693787,0.000282360455456176,0.0696802752297942,0.0600423808424552,0.0579617891485951,0.0550577130692665,0.0496459301007511,0.0465139298789678,0.0404805403763606,0.0354933076771071,0.0322900189863106,0.0246588482991299,0.000501168148378364,0.0263813156779099,0.0220382726713629,0.0139475294860638,0.011505327143276,0.010128153714078,0.00577369445336944,0.00518494107939514,0.00454745111225699,0.00328723872871975,0.00354660622133591,0.0021936981814565,0.00201713473479481,0.00111053621296078,0.000126873641570194,0.000101028211914281,0.000101028211914281,0.000101028211914281,4.81179764800513e-05,4.81179764800513e-05,4.81179764800513e-05,4.81179764800513e-05,0.00682898269591413,0.000199920593027736,0.000283529127429825,0.00014541637035664,0.000379343414782661,0.000176350332823088,0.000148689590365815,0.000424681265841571,0.00122852424573736,0.000708541860238716,0.00035920265806883,0.0098472485589325,0.000489544645896755,0.00138237497099817,0.00255127765504085,0.00366923374889612,0.0013698292786645,0.00180290423181536,0.00112221224441913,0.00102812698157337,0.0011754003750851,0.000590568686775663,0.0103881068461295,0.0018767478510292,0.00314724731124548,0.0018231630809682,0.00237608817350008,0.00149488786812305,0.00152296766929048,0.00118929591874144,0.00135615779781462,0.00162286878923999,0.00187453811469535,0.0110751818210954,0.00158490428596218,0.00089869701669878,0.000845089696977792,0.000930377855186755,0.00130843685176416,0.00134952741570938,0.00229906166326187,0.00112063846063485,0.0011189064381961,0.000486141081032165,0.0132771072394808,0.00123555361344502,0.00200981678357726,0.000929834056449964,0.00111173760149314,0.000449139826235871,2.81507087687776e-05,1
