,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,79,8,80,81,82,83,9,total
raw,0.91855543,1.09375943,1.22905735,1.72972366,2.41181495,2.60112066,3.04058646,4.02006995,4.29154303,4.62727459,4.56593308,4.68301138,4.37709832,3.69687196,3.70905321,4.10786956,3.15887406,3.03849739,2.56775434,2.20643466,0.01952883,1.69554696,1.487758,1.16925312,0.69869119,0.74344505,0.67684046,0.60562896,0.39772786,0.27622863,0.32639594,0.17659012,0.25075427,0.10235326,0.04954092,0.01665885,0.03003906,0.02410391,0.00392231,0.00392231,0.00392231,0.00392231,0.48289127,0.01536522,0.02141965,0.00510503,0.03241769,0.02558098,0.0675671,0.09599995,0.07641356,0.1471011,0.0614744,0.68462361,0.09040354,0.11950805,0.18617758,0.12926345,0.14354429,0.06251742,0.07728819,0.0327736,0.03239878,0.02568209,0.63961461,0.05533085,0.10228327,0.06251302,0.11619101,0.15545792,0.12439127,0.0554183,0.01236705,0.78483526,0.01958321,0.05336987,0.03040744,0.03835031,1.0162523,76.71956034
prop,0.0119728974713778,0.0142565914761862,0.0160201302582178,0.0225460580370161,0.0314367670944867,0.0339042696344002,0.0396324802504727,0.0523995436389906,0.0559380555751501,0.0603141437397867,0.0595145887145995,0.0610406441231699,0.0570532247656517,0.048186824111302,0.0483456004383041,0.0535439663860827,0.0411742982624084,0.0396052502977626,0.033469356818788,0.0287597406739779,0.000254548252276911,0.0221005823350108,0.0193921601402128,0.0152406128869638,0.00910708021401052,0.00969042375510568,0.00882226718975486,0.00789406192261815,0.00518417804061154,0.00360049808387627,0.00425440316072593,0.00230176136590722,0.00326845290677796,0.00133412208759277,0.000645740405451338,0.00021713953946259,0.000391543693249481,0.000314182066387999,5.11252929841803e-05,5.11252929841803e-05,5.11252929841803e-05,5.11252929841803e-05,0.00629423927691919,0.000200277737931573,0.000279194118228441,6.65414397237929e-05,0.000422547911592998,0.000333434913946745,0.000880702388029352,0.00125130996025726,0.000996011442992584,0.00191738716108497,0.000801287177970812,0.00892371654589698,0.0011783636350281,0.0015577259498148,0.00242672897465669,0.00168488257006609,0.0018710259725662,0.00081488240708028,0.00100741179508172,0.000427187015342064,0.000422301429471409,0.000334752830779843,0.00833704738616076,0.000721209164322487,0.00133320980394972,0.000814825055343898,0.0015144900398943,0.00202631401054768,0.00162137621030063,0.000722349030083089,0.000161198134415691,0.0102299238489093,0.000255257067600656,0.000695648798865366,0.00039634533703325,0.00049987656120606,0.0132463259108401,1
