,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,total
raw,0.95503844,0.78833597,1.12331681,1.65614661,2.29765873,2.89190349,3.40614061,3.67212889,4.27258056,4.13264057,0.02873861,4.72204172,4.01898558,4.25422082,4.03667256,3.82071643,4.14223133,3.84866052,2.99764559,2.51486686,1.95799459,0.08482551,1.68421656,1.00425241,0.78045259,0.73697935,0.79308701,0.77058878,0.75686635,0.56695063,0.26301662,0.11473001,0.20266457,0.08117928,0.12838674,0.12599097,0.0746846,0.01450055,0.00713983,0.0034865,0.0034865,0.0034865,0.0034865,0.53363317,0.01660104,0.0165716,0.02320049,0.03565586,0.05327512,0.03450245,0.07982292,0.17260434,0.07160905,0.01905545,0.62939295,0.0925896,0.16386671,0.195481,0.18706536,0.22368056,0.13380475,0.07243061,0.06007887,0.07366722,0.05244836,0.7922314,0.11592466,0.25208245,0.21651559,0.26189062,0.2213055,0.08629591,0.07718947,0.04125939,0.0036436,0.01319916,0.74896313,0.01865712,0.01640177,0.02353426,0.00961571,0.00226433,0.01355967,0.02909639,0.01614813,0.00988611,0.01732009,0.94318101,0.02712944,0.04258554,0.03551876,76.71956034
prop,0.0124484347377322,0.0102755538027892,0.0146418567184401,0.0215870190426068,0.0299487994954273,0.0376944742277442,0.0443972905332737,0.0478643109231353,0.0556908895341044,0.0538668437577754,0.000374592996527071,0.0615493845255787,0.052385409433904,0.0554515797685292,0.0526159501189863,0.0498010730649085,0.0539918543803271,0.0501653099019832,0.0390727681013194,0.032779995725403,0.02552145217364,0.00110565688364319,0.0219528964000317,0.0130899135181358,0.0101727980001612,0.00960614668194017,0.0103374811649761,0.0100442283113324,0.00986536349590347,0.00738990978946478,0.00342828633055746,0.00149544665651821,0.00264162840743412,0.0010581301514273,0.00167345510624703,0.00164222747682133,0.000973475338870796,0.000189007209318426,9.30640109035849e-05,4.54447338403504e-05,4.54447338403504e-05,4.54447338403504e-05,4.54447338403504e-05,0.00695563383881613,0.000216386015853438,0.000216002280599097,0.000302406451460121,0.000464755791638834,0.000694413781360312,0.000449721685670442,0.00104045069661826,0.00224980877412573,0.000933387126863715,0.000248377987511288,0.0082038133066809,0.00120685780249089,0.00213591826222397,0.00254799426813295,0.0024383007302307,0.00291556102522889,0.00174407607925559,0.000944095738805169,0.000783097162363118,0.000960214313970611,0.000683637390094042,0.010326328728802,0.00151101830467033,0.00328576504978443,0.00282216932735879,0.00341360949983776,0.00288460333999875,0.00112482279118337,0.00100612503066907,0.000537794922405052,4.7492451518916e-05,0.000172044260179607,0.00976234908908238,0.000243185960885552,0.000213788633919588,0.000306756971699298,0.00012533583296601,2.95143766461266e-05,0.000176743322562164,0.000379256474764099,0.000210482567006848,0.000128860357856425,0.000225758462682035,0.0122938792378382,0.000353618293428296,0.000555080605405878,0.000462968763671098,1
