,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,total
raw,0.00174703608626927,0.0655065153041625,0.065927066034124,0.133094222197627,0.482796615520231,0.897567524167022,0.979558853544043,0.892037561450344,0.82421045989473,1.00233588911125,1.10454370774837,1.21780781125295,1.41846296474864,2.45470155635179,2.72568183926404,3.78291307371425,3.70969202489668,3.86422959535438,4.47843813009312,4.93415795341133,4.13439438218066,4.26149010963598,3.88866268785619,3.97936321134752,3.55627581242995,3.2574813209992,2.47931867936745,2.37792512861649,2.12150823297053,1.75507846777051,1.25621826022515,1.07224455936901,0.772960121010549,0.758043567131124,0.751779402639565,0.614129304358929,0.401004554635456,0.325743815902518,0.351038822332207,0.21940351116163,0.126014946044665,0.134180060441532,0.0489585007234436,0,0,0,0,0,0,0.013949972213886,0.0277035786289537,0.0196619704005939,0.0111650065932457,0.0500133454192738,0.0267798952557065,0.0405791829952842,0.106176001738845,0.100258973046034,0.129044050086266,0.0559376068849729,0.105769366837063,0.273297144774987,0.199921795928873,0.211328528424649,0.125726321431534,0.0810691540896964,0.10429026745958,0.0674530864435,0.073808444050971,0.104873212839558,0.174750747704527,0.263956007735185,0.154783542276055,0.0481564684577153,0.0310156987480032,0.0474133300316287,0.0477128888028637,0.0041161599302429,0.00471615933038552,0.00993557363221487,0.0227891978233397,0,0.0140209917195936,0.00801714266302053,0.00068795699363191,0.0120029688637892,0.00525538542421193,0,0,0,0,0,0,0,0,0,0,0,76.7195605329749
prop,2.27717165496324e-05,0.000853843724456778,0.00085932538685213,0.00173481471052511,0.00629300548864223,0.0116993308868243,0.0127680456814272,0.0116272506679302,0.0107431592956072,0.0130649326214588,0.0143971589523591,0.015873498268144,0.0184889349586272,0.0319957718644222,0.0355278604351822,0.0493083256399562,0.0483539269402125,0.0503682446628914,0.0583741369082561,0.0643142103413194,0.0538897036617364,0.0555463310794689,0.0506867174530386,0.0518689521121168,0.046354225542017,0.0424595930733871,0.0323166433976354,0.0309950306296976,0.0276527683192175,0.0228765448547657,0.0163741587086544,0.0139761561708652,0.010075137496106,0.00988070789072506,0.0097990577294358,0.00800485951812732,0.00522688805631387,0.00424590304792621,0.00457561044267617,0.00285981188679161,0.00164253998809733,0.00174896805338008,0.000638148868206834,0,0,0,0,0,0,0.000181830710668503,0.000361101894177905,0.0002562836682588,0.000145530116644071,0.000651898226108549,0.000349062156634699,0.000528928772706445,0.00138394955603544,0.00130682413128451,0.00168202280083189,0.000729117926332885,0.00137864927930084,0.00356228767313547,0.00260587775190584,0.00275455864132352,0.00163877791476002,0.00105669471418377,0.00135936997989912,0.000879216277764104,0.000962055094401217,0.0013669683730068,0.00227778608858712,0.0034405307577555,0.00201752383878069,0.000627694790261698,0.000404273675872691,0.000618008363215922,0.000621912957678586,5.36520269621947e-05,6.14727104485755e-05,0.000129505090529611,0.000297045468782953,0,0.000182756413386482,0.000104499329862228,8.96716546409594e-06,0.000156452523716298,6.85012451544624e-05,0,0,0,0,0,0,0,0,0,0,0,1
