,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,total
raw,0.274631805450207,0.282541426811207,0.309714609782916,0.533503406912258,0.422805947260352,1.23759769683414,1.57858045932269,3.49994413553581,4.46386169871124,3.64690644370144,0.920080077091898,0.115540869763244,0.10368049800067,0.0630742381161468,0.041812594907977,0.0337228931268699,0.0688623692963813,0.215510109837396,0.335713914811278,0.209140768711543,0.260736030954607,1.06448204372202,2.26305798355798,2.71449263953827,0.885821610009183,0.0830528971222654,0,0,0,0,25.62886916889
prop,0.0107157207616313,0.0110243423129326,0.0120845991191397,0.0208165020234236,0.0164972533307705,0.0482892042047809,0.0615938397016314,0.136562565927968,0.174173182175738,0.142296814567546,0.0359001433511843,0.00450823128409799,0.00404545738313435,0.00246106208200206,0.00163146468275439,0.00131581666380368,0.00268690627130638,0.00840888095441201,0.0130990529702649,0.00816035882556267,0.010173528501644,0.0415344913077226,0.0883011251352839,0.105915427701871,0.0345634293956462,0.00324059936374721,0,0,0,0,1
