,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,total
raw,0.482159319082145,0.161668599510737,0.351555085034979,0.362286085754223,0.0969343010944585,0.322520563845265,1.74024786006487,4.42711230492607,8.49215457096959,2.79250480410774,0.952811970267528,0.165740562661089,0.030345814175554,0.0404682506882744,0.029662888444059,0.0042375073251975,0.0664721113601182,0.466565355982253,0.644336963295462,0.317265088835038,0.486961069648084,0.514682812919016,1.6297460712896,0.883874736188236,0.16655447142042,0,0,0,0,0,25.62886916889
prop,0.0188131327958637,0.00630806605025637,0.0137171516510654,0.0141358591893703,0.00378223090748474,0.0125842682218988,0.0679018589777381,0.172739275999738,0.331351122634701,0.108959345248735,0.0371772926846149,0.00646694793940717,0.00118404811291439,0.00157901038947896,0.00115740137610386,0.00016534117433247,0.00259364199497364,0.0182046797659181,0.0251410610062188,0.0123792074767058,0.0190004898943879,0.0200821506999525,0.0635902450689431,0.0344874653018691,0.00649870543732748,0,0,0,0,0,1
