,1,2,3,4,5,6,total
raw,2.71078330889818,1.61242393892156,1.47458798581867,0.83895993296731,0.0983985517242787,0,6.73515371833
prop,0.402482767619791,0.239404177893264,0.218939024629166,0.124564333355012,0.0146096965027662,0,1
