,1,2,3,4,5,6,total
raw,1.56967060836115,1.63280239504222,3.23946720282301,0.039332567538504,0.251920402345606,0.00196054221950957,6.73515371833
prop,0.233056389505888,0.24242986327075,0.480978955833876,0.00583989158724897,0.0374038088633366,0.000291090938900751,1
