,1,2,3,4,5,6,total
raw,3.82125220356563,0.464136557925527,1.41505215910926,0.187161605503124,0.733878909663202,0.113672282563257,6.73515371833
prop,0.567359315521773,0.068912541173687,0.210099459980867,0.0277887652354178,0.10896245881752,0.0168774592707355,1
