,1,2,3,4,5,6,total
raw,2.54935612456784,1.49038072840235,2.06011050661485,0.259294638146088,0.303758697157789,0.0722530234410807,6.73515371833
prop,0.37851491312361,0.221283847515791,0.305874311525834,0.038498696390612,0.0451004846899184,0.0107277467542338,1
