,1,2,3,4,5,6,total
raw,2.56301886245207,1.61391947286435,2.35092702197512,0.00479319550038618,0.0436222683740767,0.158872897163998,6.73515371833
prop,0.380543484178647,0.239626226862796,0.349053209517249,0.000711668315355787,0.0064768036778963,0.0235886074480555,1
