,1,2,3,4,5,6,total
raw,2.02005322105292,1.25737067478897,1.4640783990376,0.290299659437097,0.784366168061266,0.918985595952142,6.73515371833
prop,0.299926817639702,0.186687747210132,0.217378616772035,0.0431021579577367,0.11645853990334,0.136446120517054,1
