,1,2,3,4,5,6,total
raw,1.86684802267898,2.07661041030844,2.27002139658845,0.170485181181292,0.351188707572829,0,6.73515371833
prop,0.277179720129962,0.308324129953688,0.337040770192148,0.0253127379583497,0.0521426417658522,0,1
