,1,2,3,4,5,6,total
raw,2.85221493790145,1.51168421166329,1.70985682360439,0.661397745160876,0,0,6.73515371833
prop,0.42348178782305,0.224446876030339,0.253870497261397,0.0982008388852142,0,0,1
