,1,2,3,4,5,6,total
raw,3.29596157533863,1.35021328067937,1.55609537595526,0.495859276768377,0.0370242095883598,0,6.73515371833
prop,0.489366941450576,0.200472526262424,0.231040810801435,0.0736225626772074,0.00549715880835754,0,1
