,1,2,3,4,5,6,total
raw,3.93140643971342,0.888267204789822,1.49408941215392,0.127989948604158,0.293400713068683,0,6.73515371833
prop,0.583714433868663,0.131885216275371,0.221834493262966,0.0190032705943782,0.043562585998621,0,1
