,1,2,3,4,5,6,total
raw,1.39073393412353,2.44578590364598,2.16741934761918,0.228840971207648,0.223300150668163,0.279073411065505,6.73515371833
prop,0.206488818560828,0.363137354532781,0.321806960651908,0.0339770970014905,0.0331544252747256,0.0414353439782666,1
