,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,total
raw,0.000810342418169119,0.00982774755639574,0.0173374593253197,0.0550423115558189,0.204026575315175,0.246040924713448,0.139732757721514,0.344320524959946,0.455638105640366,0.451732862201999,0.433605190433479,0.647762092959444,1.28136256756387,1.14404713101635,1.92271005593366,2.01231358909299,1.88297270317846,2.12870918744958,2.42244238979395,2.53688356204879,2.74132981468555,2.13667633596322,1.90864168629616,1.4098085338478,1.30474565230293,1.15833045353091,0.770438046681157,0.438855024941426,1.00389925391193,0.652838997662082,0.55509790635709,0.322776946729586,0.20862328103109,0.13673535884117,0,0,0.0174626848121483,0.0465858113475299,0.00707928978847409,0.0120812896665994,0.00631739573358222,0.0258264344733978,0.0153825855812917,0.020986526037745,0.0018816601519564,0.00841919926071273,0.0136934222643641,0.000226116257466236,0,0,0,0.0472780796179028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.321187072934
prop,2.43191341411525e-05,0.000294939899196406,0.000520313375612073,0.00165187126843174,0.00612302841638259,0.0073839183512553,0.00419351079586883,0.0103333811069303,0.0136741258540117,0.0135569258446057,0.0130128974542352,0.0194399464683419,0.0384548895199683,0.034333924794223,0.0577023277029478,0.060391413567842,0.0565097725677352,0.0638845543764761,0.0726997626012442,0.0761342492539661,0.0822698725794275,0.0641236559575872,0.0572801227674899,0.0423096731446568,0.0391566377706496,0.0347625806666352,0.023121566617504,0.0131704498996645,0.0301279558772794,0.0195923091285174,0.0166590075300163,0.0096868381676525,0.00626097985568316,0.00410355605104586,0,0,0.000524071509635165,0.00139808378511732,0.000212456110071313,0.000362570806380806,0.000189590956641328,0.000775075462253743,0.000461645785536451,0.000629825281788712,5.64703816775131e-05,0.000252668046978178,0.000410952413981881,6.78596044526592e-06,0,0,0,0.00141885940361067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
