,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,total
raw,0.0314432535542112,0.0719021494384943,0.126181587425628,0.115588475391167,0.216642753273671,0.242916905364227,0.346053633498741,0.580395169668247,0.757099212108506,1.2771390030029,1.08939006518265,2.68797666048317,2.90983498890504,2.43632071986282,1.12058197167528,1.38733468746571,0.762083377974421,0.470268993023475,0.407810962506889,0.452218853224735,0.210518329828512,0.344413987818186,0.0865707996620221,0.115100003289342,0.0421994050381195,0.0714025223188371,0.0263658278189842,0.048450734743108,0.143155726518438,0.244202335369543,0.216865757943631,0,0,0,0,0,0,0.034630811211417,0.0459402511850568,0,0,0,0.00699672510898266,0.0986788342486366,0.0614074198049381,0.314653007219808,0.18735911927903,0.0550195386273589,0.00347793440606098,0,0,0,0,0,0,0,0,0,0,0,0,0,19.84659249447
prop,0.00158431496807185,0.00362289644726312,0.00635784643942215,0.00582409677748837,0.0109158664558682,0.0122397285797001,0.0174364256027912,0.0292440714863252,0.0381475667583471,0.0643505429639248,0.0548905342560036,0.135437690940253,0.146616351885888,0.122757633107128,0.0564621847295707,0.0699029159717104,0.0383987013481919,0.0236952007330482,0.0205481602255158,0.0227857176666846,0.010607278296623,0.0173538096231962,0.00436199814583505,0.00579948438611885,0.0021262796144919,0.00359772199377463,0.00132848134138547,0.00244126213387049,0.00721311361425528,0.0123044968771132,0.0109271028769325,0,0,0,0,0,0,0.00174492478852813,0.00231476769616031,0,0,0,0.000352540372405601,0.00497207942754567,0.00309410392852317,0.0158542584732105,0.00944036712252925,0.00277224106066013,0.000175240883644387,0,0,0,0,0,0,0,0,0,0,0,0,0,1
