,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,total
raw,0,0,0,0,0,0,0,0,0,0,0.12291157897258,0.51983860519776,0.521183824996542,0.720985005297915,0.952497536712964,1.2551043796383,0.981422016331977,1.01936551196064,1.0057153601158,1.61689943028071,1.6078214509377,1.59178027772272,1.54573988131773,1.47577326591429,1.67628314573986,1.49231524121452,2.21610327690374,2.0494142411959,0.77213108326668,0.573748753792329,0.928301989932233,0.920179917497797,1.04949208641579,0.162522637265703,0.113970295665941,0.0375342009138282,0.125973014595,0.121004137151712,0.0251363586628749,0.0339065811000014,0.0718139283575641,0.0402161969368515,0.0356476885937491,0.103462147718678,0.0327628712994422,0.087350018518555,0.245834581176351,0.329807796073137,0.357714689281497,0.395661170588398,0.201426239407267,0.130695108587119,0.382166565333426,0.228856808476149,0.379170219362823,0.209457676535182,0.254843989960653,0.146744630244342,0.047794998329852,0.0680492704217147,0.105812908811752,0.0932554637204365,0.0679571662339624,0.0386358248762848,0.00206232880355146,0.0768381263747253,31.385740387937
prop,0,0,0,0,0,0,0,0,0,0,0.00391615993292995,0.0165628912612034,0.0166057521203756,0.0229717380054231,0.0303480983701456,0.0399896374635372,0.0312696786566546,0.0324786192506846,0.0320437035317589,0.0515170077333003,0.0512277687594606,0.0507166712668827,0.0492497504348131,0.0470205019118013,0.0534090680997328,0.0475475557615994,0.0706086028085383,0.0652976229289012,0.0246013340365055,0.0182805550132202,0.0295771894643283,0.0293184072169113,0.033438500205627,0.00517823174654717,0.00363127631393222,0.00119589980831723,0.00401370217933166,0.00385538577889401,0.000800884680500828,0.00108031802598588,0.00228810687496687,0.0012813525008417,0.00113579250172636,0.00329646987580522,0.00104387759837695,0.00278311161179832,0.00783268382831704,0.0105082050637205,0.0113973634159984,0.0126063991385231,0.00641776287312579,0.00416415566342196,0.0121764393832911,0.00729174477477387,0.0120809709975348,0.00667365733438892,0.00811973803423804,0.00467551915075238,0.00152282526201682,0.00216815883839622,0.00337136889249301,0.00297126856233982,0.00216522425133171,0.00123099931366075,6.57091015875512e-05,0.0024481858775668,1
