,1,2,3,4,5,6,7,8,9,10,11,12,total
raw,0.297957940336657,0.0669288597439054,1.14876369305797,1.72960622120054,0.819179743590812,2.74640504948829,0,0.165298874857673,0.157402758074022,0.197332674021229,0.594660958705993,1.1233729256829,9.04690969876
prop,0.0329347755485496,0.00739798030183488,0.126978574044508,0.191181992392121,0.0905480181484614,0.303573832494948,0,0.0182713081440759,0.0173985110181432,0.0218121635555041,0.0657308383201281,0.124172006031725,1
