,1,2,3,4,5,6,7,8,9,10,11,12,total
raw,0.611778110310955,0.168185958635021,1.57108471623986,2.08065151143493,0.774144278564169,2.16542587710408,0,0.0894823554504502,1.14112572061086,0.388479982068778,0.0565511883408958,0,9.04690969876
prop,0.0676228823633342,0.0185904318972116,0.173659820707086,0.229984777201889,0.0855700238359045,0.239355310178555,0,0.00989093054202973,0.126134310898148,0.0429406277949281,0.00625088458091352,0,1
