,1,2,3,4,5,6,7,8,9,10,11,12,total
raw,0.305963336101188,0.0065211917796143,0.439488552121663,0.690992011547241,0.737912338529005,4.03521647350302,0.0696785195198427,0.191229718678772,1.00891615920041,0.159398618056802,0.315487965603133,1.08610481411931,9.04690969876
prop,0.0338196518246583,0.000720819815467829,0.0485788591635773,0.0763787895044372,0.0815651269991284,0.446032579948941,0.00770191389545903,0.0211375734970564,0.111520529417763,0.0176191233652581,0.034872456574467,0.120052575993787,1
