,1,2,3,4,5,6,7,8,9,10,11,12,total
raw,0.157024446926193,0.0591039820591505,1.08585837051069,1.99600193577985,1.32510669451804,2.86155986869275,0.147421648059658,0.0184026017542734,0.581542599893318,0.514397082431077,0.300490468135004,0,9.04690969876
prop,0.0173566944022571,0.00653305758841072,0.120025335353963,0.220628037887172,0.146470644522921,0.316302468353913,0.0162952492031465,0.00203413125222149,0.0642808007659263,0.056858872207112,0.0332147084629561,0,1
