,1,2,3,4,5,6,7,8,9,10,11,12,total
raw,0.366145082943742,0.416714844482617,1.26848285512805,1.53839581239242,1.21675664283879,2.09789849471217,0,0.0728088730283006,0.757395274762784,1.10324930770566,0.209062510765472,0,9.04690969876
prop,0.0404718401239184,0.0460615678014045,0.140211729459609,0.170046553311268,0.134494173519336,0.231891172186643,0,0.00804792746392506,0.0837186730035114,0.121947642282411,0.0231087208479738,0,1
