,1,2,3,4,5,6,7,8,9,10,11,12,total
raw,0.300817812827441,0.369604912080564,2.37819670042394,1.34510418008854,1.28306643873967,2.6706662915085,0,0,0.00517843111529688,0.448400850586584,0.113858557529364,0.132015523860096,9.04690969876
prop,0.0332508915026168,0.0408542722750094,0.262873929287689,0.148681066228936,0.141823725610474,0.295202050250878,0,0,0.000572397789712288,0.0495639799132784,0.012585353598143,0.014592333543264,1
