,1,2,3,4,5,6,7,8,9,10,11,12,total
raw,0.663470319361429,0.86482744254479,1.82657578792003,1.10421857796279,1.99107030102129,2.05805300085154,0,0.159601357642063,0.0369037510128376,0.170783231993609,0.13336524432515,0.0380406841244722,9.04690969876
prop,0.0733366797562229,0.0955936857271081,0.201900521696418,0.12205478055276,0.22008291972829,0.227486851243097,0,0.0176415331816497,0.00407915545104819,0.018877521460949,0.0147415248704681,0.00420482633198894,1
