,1,2,3,4,5,6,7,8,9,10,11,12,total
raw,0.305611262406299,0.514589713153898,1.38133191772316,1.07688971908593,2.1892552429693,2.55656690008665,0,0,0.083716743345585,0.746447334386899,0.192500865602284,0,9.04690969876
prop,0.0337807353651586,0.0568801646405766,0.152685498553444,0.119033985630865,0.241989288703673,0.282590076082782,0,0,0.00925362871225071,0.0825085426119827,0.0212780796992667,0,1
