,1,2,3,4,5,6,7,8,9,10,11,12,total
raw,0.302204728614537,0.311214037496659,1.45502444701919,2.01806337680335,2.4696109437697,1.87379483876884,0.0158995870749711,0.158087244834245,0.185758765162358,0.257251729216158,0,0,9.04690969876
prop,0.0334041942140705,0.0344000380084832,0.160831100946947,0.223066598871872,0.272978401023301,0.207119878628353,0.00175746056989498,0.0174741707498101,0.020532841749025,0.0284353152382429,0,0,1
