,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,total
raw,0.0566459980888319,0.00503084969920995,0.0119182544517878,0.17764829103124,0.250067736700201,0.735590769848731,0.544616898607224,0.901217927770567,0.499408806196223,1.04337700954442,1.1333530571108,2.70166578697691,2.93583954631972,1.82959937408279,1.41827738138527,0.713668557194797,1.17511649239414,0.687128209040084,0.461061966708095,0.368513789377539,0.252590015382066,0.212832919640294,0.279790901313592,0.0898291109431941,0.0421533187145752,0.0961691633872498,0.115835014382074,0.109344022420025,0.150151617528762,0.0374025277151473,0.134143438254385,0,0,0,0.104299658962965,0.185156549186397,0.124055742283928,0.0301416124546693,0,0,0,0,0.0174006732950923,0.060621037010896,0.0489610867964219,0.0721953640598065,0.0048468395148824,0.028925178695009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.84659249447
prop,0.0028541926330485,0.000253486824028444,0.000600518928128779,0.00895107263782131,0.0126000338229285,0.037063831993008,0.0274413302313218,0.0454092020089434,0.025163453440956,0.0525720981994839,0.0571056748117639,0.136127437882835,0.147926630082104,0.0921870781894968,0.0714620095001425,0.0359592487926404,0.0592099874435156,0.0346219739852845,0.0232312910559616,0.01856811387044,0.012727122575447,0.0107239023373709,0.0140976795584205,0.00452617299257915,0.00212395748672326,0.00484562593876234,0.00583651901022052,0.00550946075254443,0.0075656119593628,0.00188458183567628,0.00675901610272708,0,0,0,0.0052552930177826,0.00932938736148228,0.00625073257882907,0.00151872985063143,0,0,0,0,0.000876758733265714,0.00305448086505466,0.00246697697904889,0.00363767050086421,0.000244215197960703,0.00145743803139348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
