,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,total
raw,0.0979399248644018,0.00685111930053676,0.0267090598355661,0.118147779938943,0.353720246975912,0.305783120242452,0.404358117590667,0.657085183625977,0.601168751195327,0.908365988836202,1.55627475225381,2.44950446685474,2.5337716837624,2.79130139689619,1.60557382469256,1.00485042614666,0.716773271180778,0.864929698093358,0.351637089164138,0.39448131382289,0.251526899379027,0.27554527789108,0.090605247961752,0.07029726156465,0.0109586383726639,0.0403639606130296,0.0464109414638578,0.0232276208124341,0.236121166893317,0.201440952979176,0.174471299072397,0,0,0,0,0,0,0,0,0,0,0,0.00991304940057689,0.0194244177926929,0.103317835476296,0.359869452061651,0.163579876384378,0.0202913810775176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.84659249447
prop,0.00493484838224454,0.000345203807779383,0.00134577559563478,0.00595305113317885,0.0178227192942301,0.0154073360617272,0.0203741835130306,0.0331082115889197,0.0302907792036762,0.0457693676679917,0.0784152117139223,0.123421915753914,0.127667844465915,0.140643861039317,0.0808992186008722,0.0506308791510004,0.0361156844118454,0.0435807657326748,0.0177177562980707,0.0198765261055673,0.0126735558987827,0.0138837575250188,0.00456527980745299,0.00354203179131317,0.000552167248645699,0.00203379802473782,0.00233848412400212,0.0011703581266611,0.0118973152171643,0.0101499012001836,0.00879099518574842,0,0,0,0,0,0,0,0,0,0,0,0.000499483697432647,0.00097872810146655,0.00520582238513158,0.0181325561131929,0.00824221469907027,0.00102241133248297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
