,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,total
raw,0.0166418408996103,0.0359928131525715,0.0293754486514247,0.0712321417086427,0.102702794336832,0.336018887948131,0.249140841387853,0.52769362366132,0.811483067946212,1.34212682719227,1.52281180547671,2.68252359713861,3.11490818693153,2.49670632664401,0.873450741391412,0.7695483764041,0.825501107206229,0.832407676192166,0.375405880003614,0.502927838647502,0.180025289628652,0.13176252970574,0.152637647804903,0.0863530784657157,0.104166076738807,0.101298597260201,0.0882415082795872,0.145598375923644,0.0453923277094208,0.058206523609174,0.178837560040966,0,0,0,0,0,0,0,0.0888745050854137,0.0396926991977157,0.0411768609948445,0,0.0707267333859201,0.181183819869987,0.04231019605865,0.106953578608519,0.41796931297712,0.0665854502042793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.84659249447
prop,0.000838523837492374,0.00181355127650253,0.00148012555100377,0.00358913711401545,0.00517483262506898,0.0169308100643352,0.012553330827812,0.026588625921974,0.0408877779987835,0.0676250508779395,0.076729131507135,0.135162930255461,0.156949269140254,0.12580025147086,0.0440101111379592,0.0387748363664203,0.0415940976989498,0.041942095421373,0.0189153820792268,0.0253407651105668,0.00907084123780008,0.00663905049405606,0.00769087428219398,0.0043510279404274,0.00524856227928454,0.00510408007260827,0.00444617927758503,0.00733619012756034,0.00228715975914096,0.00293282202601744,0.00901099572084208,0,0,0,0,0,0,0,0.00447807376052979,0.00199997552268862,0.00207475721619809,0,0.00356367136603562,0.00912921550238268,0.00213186198439048,0.00538901469551111,0.0210600037811822,0.00335500667043133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
