,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,total
raw,1.80283170301363,1.90405905237995,3.13109028917981,6.2937980715786,3.55134704118501,3.50501461575602,2.51475679040995,0.837501412363658,0.826472490783781,0.704553112274338,1.07645239552286,0.361128809998796,0.117172334279855,0.331150375735398,0.429636999998675,0.35882252566929,0.180769662915429,0.402413003934869,0.148545112583078,0.344794034749947,0.49461832110667,0.928429347186121,0.215245893521451,0.337792674116395,0,0.118177717177378,0.410523058812847,0.475028666410714,0.261650270047937,0.214277160223801,0.0117641048227554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.615664850639
prop,0.0552750253986714,0.0583786674623819,0.095999584969934,0.192968565883926,0.108884704863388,0.107464147421399,0.077102729682994,0.0256778887138721,0.0253397407217835,0.0216016786872439,0.0330041530795829,0.0110722504554961,0.00359251711766225,0.0101531082457426,0.0131727193655615,0.0110015395152143,0.00554241845883718,0.0123380285448017,0.00455441007452489,0.0105714243854573,0.0151650540736096,0.0284657495543259,0.00659946361685877,0.0103567618708155,0,0.00362334227183667,0.0125866837512835,0.0145644330289164,0.00802222708769375,0.00656976214359165,0.000360688794069605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
