,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,total
raw,0.854039600445178,1.93348792924282,2.82729535834668,6.66639161904992,5.47497808092856,4.5297474536992,1.03024171691344,1.1057289357306,1.16628779225091,0.612158195521018,0.540799361566712,0.355786808721243,0.321685481205034,0.883706926303253,0.304422911732171,0.0784799035768083,0.153659114083366,0.125449776201161,0.316934896293955,0.213311020293321,0.60955332811365,0.777925732557834,0.356713815681475,0.598916312745691,0,0.288584756644757,0.129383415340841,0.0341468045493951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.615664850639
prop,0.026184951444534,0.059280960179628,0.0866851977813137,0.204392326496429,0.16786345168804,0.138882572973534,0.0315873284089518,0.0339017751376281,0.0357585165775965,0.0187688400136668,0.0165809700352043,0.0109084640877487,0.00986291350117094,0.0270945550351379,0.0093336411545266,0.00240620278434308,0.0047112059431269,0.00384630442996177,0.00971726002659566,0.00654014018325744,0.0186889744822021,0.0238512915839762,0.010936886226757,0.0183628423792182,0,0.00884804151521392,0.00396691025411692,0.00104694491759613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
