,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,total
raw,1.50606520763319,2.02220512761824,3.84531165724582,6.45027369760987,5.03587433021549,3.52517115028406,1.81251291997208,1.16301665835659,0.455146961510795,0.922516061109772,0.952152835068881,0.216051416337989,0.104767814205696,0.107599632096632,0.26928382989583,0.328041144099377,0.172649154563121,0.0793547656687372,0.11551514142778,0.301342520145565,0.20603829301826,1.3409107510506,0.341439435194952,0.817578950191726,0,0.113414969169972,0.0666062333939446,0.0189763906540122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.615664850639
prop,0.0461761308417322,0.0620010395887615,0.117897693481189,0.197766126404242,0.154400480667093,0.108082149066325,0.0555718526135325,0.035658223239739,0.0139548576916984,0.0282844475295649,0.0291931143954659,0.00662416103818152,0.00321219311902646,0.0032990169781722,0.00825627290226936,0.0100577788495687,0.0052934427476415,0.00243302615574867,0.00354170739602499,0.00923919599755335,0.00631715753647203,0.0411124763879933,0.0104685719809346,0.0250670637540509,0,0.00347731587534232,0.00204215470385052,0.000581818299302288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
