,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,total
raw,1.20342678944534,1.73206797052825,2.57549347491428,7.20442176634557,5.59901751009937,3.22620969129295,1.8513786244536,0.837983567925741,0.827910681331917,1.12463558867037,0.518863006462826,0.669991128801959,0.239024415544299,0.257339549430972,0.0774232890061156,0.227565881956774,0.176916064109537,0.275069773261997,0.286991599597562,0.586707873277503,0.779655699424817,1.11829521190799,0.267349960193368,0.178790616591853,0.206749474773985,0.199801188699797,0.0407366496902614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.615664850639
prop,0.0368972024625696,0.0531054012990422,0.0789649233492114,0.220888392106605,0.171666514717381,0.0989159566750252,0.0567634795406394,0.0256926716583342,0.0253838358078326,0.0344814552706668,0.0159083988886604,0.0205420043365706,0.0073285158110035,0.00789005990248671,0.00237380686123278,0.0069771958658177,0.0054242666804344,0.00843367058502897,0.00879919513864944,0.0179885302342996,0.0239043325652012,0.0342870585968167,0.00819698023687935,0.00548174067309716,0.00633896245012264,0.00612592720751735,0.00124899032035103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
