,1,2,3,4,5,6,total
raw,0.261956888334359,1.13163587801997,6.51063662522825,0.113698212784377,0.312601102947587,0.247480449561453,8.578009156876
prop,0.0305381917346612,0.131922903942446,0.758991568575026,0.0132546154597234,0.0364421507637364,0.0288505695244073,1
