,1,2,3,4,5,6,total
raw,0.316901790478753,0.876340997619601,7.05129409262629,0.0225472187004159,0.254248877133106,0.0566761803178341,8.578009156876
prop,0.0369435127292595,0.102161350214594,0.822019884062968,0.00262849086403019,0.0296396136310141,0.00660714849813414,1
