,1,2,3,4,5,6,total
raw,0.718850103282138,1.73128476671802,5.21218042796609,0.301201885378624,0.57528545982855,0.0392065137025743,8.578009156876
prop,0.0838015080347541,0.201828272161525,0.607621224534144,0.035113262281515,0.0670651487201328,0.0045705842679297,1
