,1,2,3,4,5,6,total
raw,0.227461912559704,1.46422216346222,5.23843042391932,0.228624476124052,0.716592459216383,0.702677721594321,8.578009156876
prop,0.0265168652072811,0.170694870649389,0.610681374677745,0.0266523935732559,0.0835383182870554,0.0819161776052739,1
