,1,2,3,4,5,6,total
raw,0.227735435795237,1.4826098870664,6.11657072040896,0,0.335659896586677,0.415433217018728,8.578009156876
prop,0.0265487517709966,0.172838459361863,0.713052482055933,0,0.0391302795844671,0.0484300272267398,1
