,1,2,3,4,5,6,total
raw,0.972109489730978,1.06117034088143,6.35282134154057,0.142548194443867,0.022314785116376,0.0270450051627848,8.578009156876
prop,0.113325769645717,0.12370823130106,0.74059391000396,0.0166178645693801,0.00260139441544997,0.00315283006443353,1
