,1,2,3,4,5,6,total
raw,0.768761995118438,0.456770121166513,7.29356217609826,0,0.0589148644927901,0,8.578009156876
prop,0.0896200949496784,0.0532489663758837,0.850262810718948,0,0.00686812795549009,0,1
