,1,2,3,4,5,6,total
raw,0.626622485890574,1.9491971754838,4.99113988031849,0.098870750183357,0.405893349061437,0.506285515938334,8.578009156876
prop,0.0730498737446885,0.227231883276944,0.581852943852091,0.0115260718862842,0.0473178964534072,0.059021330786585,1
